StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,Present_Capability_1,Present_Trust_1,Present_Why,Absent_Capability_1,Absent_Trust_1,Absent_Why,Baseline_Capability_1,Baseline_Trust_1,Baseline_Why,comp_images,AI_Familiarity_1,Visual_Familiarity_1,gender,gender_5_TEXT,age,education,education_8_TEXT,income
2024-02-05 17:20:12,2024-02-05 17:22:16,0,100,123,1,2024-02-05 17:22:17,R_7rTV01OAQjdUAgU,anonymous,EN,1,1,2,,,,,,,80,54,well it will likely be a quick decision anyway so maybe it will stop and then go,1,76,61,2,,23,3,,15
2024-02-05 17:20:19,2024-02-05 17:23:01,0,100,161,1,2024-02-05 17:23:01,R_1VGm1GVw9aGi5yx,anonymous,EN,1,1,2,,,,2,2,the pedestrian is in the crosswalk so the vehicle should assume the pedestrian intends to continue across the road,,,,1,71,20,1,,64,4,,10
2024-02-05 17:21:16,2024-02-05 17:23:49,0,100,152,1,2024-02-05 17:23:49,R_6JfoLFaoqagk1Kc,anonymous,EN,1,1,2,89,89,THe self driving cars are very good at detecting obstacles in its way,,,,,,,1,32,7,1,,48,3,,10
2024-02-05 17:19:48,2024-02-05 17:24:05,0,100,256,1,2024-02-05 17:24:06,R_67rpTJD15xyfKHn,anonymous,EN,1,1,2,84,84,The pedestrian was facing the side of the road he was already on. And if the AI is working properly it would be able to understand the surroundings and act accordingly.,,,,,,,1,71,72,2,,34,4,,12
2024-02-05 17:20:01,2024-02-05 17:24:25,0,100,264,1,2024-02-05 17:24:26,R_7PU1Pn0LBxnYrjH,anonymous,EN,1,1,2,,,,40,40,"I'm not sure there is enough information provided for the AI to know the pedestrian does not intend to cross the road. Only because I was informed the pedestrian does not intend to cross do I know. If there was more information the AI may know, but with only that information its impossible to tell.",,,,1,84,30,1,,44,3,,9
2024-02-05 17:19:24,2024-02-05 17:24:48,0,100,324,1,2024-02-05 17:24:49,R_3EuYYAQ8QezrwuB,anonymous,EN,1,1,2,,,,,,,86,38,"While I believe the pedestrian in the image will likely NOT cross the street, there is a chance that they may. I don't believe that the car will know this and it could cause an accident.",1,29,0,2,,47,4,,12
2024-02-05 17:26:22,2024-02-05 17:28:48,0,100,145,1,2024-02-05 17:28:48,R_7Ba1Z3ZPpcnqTbs,anonymous,EN,1,1,2,15,30,"People do crazy things so the guy could walk right out into the street and I don’t know if it could stop in time. ",,,,,,,1,50,3,2,,40,5,,10
2024-02-05 17:26:15,2024-02-05 17:28:52,0,100,157,1,2024-02-05 17:28:53,R_5onbasCDDME4qAk,anonymous,EN,1,1,2,,,,,,,72,59,"the people are facing the direction away from the road, and I think the car could tell the difference in their position that they don't want to cross. ",1,60,30,2,,43,4,,14
2024-02-05 17:27:56,2024-02-05 17:30:29,0,100,152,1,2024-02-05 17:30:30,R_6S9rFhEbi1yZVH3,anonymous,EN,1,1,2,84,65,Im not sure how much i trust an automated machine to be able to predict people who are very unpredictable,,,,,,,1,61,54,2,,25,3,,16
2024-02-05 17:22:57,2024-02-05 17:30:47,0,100,470,1,2024-02-05 17:30:48,R_3EasBc3QERPHjuc,anonymous,EN,1,1,2,75,75,"Because the pedestrian's position, it is more likely for the car to take the correct action.",,,,,,,1,60,30,5,Transman,33,2,,11
2024-02-05 17:28:35,2024-02-05 17:30:56,0,100,140,1,2024-02-05 17:30:56,R_7kTZNMYu7htKNU4,anonymous,EN,1,1,2,,,,54,64,not sure how to explain my answer to the question above,,,,1,33,34,2,,54,4,,11
2024-02-05 17:28:08,2024-02-05 17:30:58,0,100,170,1,2024-02-05 17:30:59,R_5JePWpp7quxneYF,anonymous,EN,1,1,2,,,,,,,87,88,"They are facing away and not moving, also one is holding a paper showing the other something",1,67,64,1,,35,3,,15
2024-02-05 17:28:31,2024-02-05 17:31:10,0,100,158,1,2024-02-05 17:31:10,R_7qX9zTz0R13Y0Br,anonymous,EN,1,1,2,,,,50,50,i am not sure not sure i am not sure not sure i am not sure not sure,,,,1,21,10,2,,36,1,,14
2024-02-05 17:21:18,2024-02-05 17:31:58,0,100,640,1,2024-02-05 17:31:59,R_6uDqVcGtqQDVKf0,anonymous,EN,1,1,2,,,,,,,70,69,the pedestrian does not cross the way because there is no way,1,80,91,1,,26,4,,11
2024-02-05 17:26:37,2024-02-05 17:32:33,0,100,355,1,2024-02-05 17:32:33,R_38TEmHnDgfDzRuM,anonymous,EN,1,1,2,,,,75,50,"Based on where the pedestrian is in relation to the crosswalk, I believe the AI can detect the lack of intent to cross the road. I am not so sure that the AI knows just how to behave around pedestrians because people can be unpredictable and AI works within the bounds of logic.",,,,1,20,5,1,,44,3,,13
2024-02-05 17:28:59,2024-02-05 17:32:54,0,100,235,1,2024-02-05 17:32:55,R_5rYzv6NAfRf5Nzh,anonymous,EN,1,1,2,65,60,"Humans are unpredictable. At the current moment the pedestrian looks to be going the opposite direction. However, that could change instantly. I give the autonomous vehicle credit that it may be able to detect a rapid change and correctly act.",,,,,,,1,73,20,1,,44,4,,10
2024-02-05 17:30:11,2024-02-05 17:33:02,0,100,171,1,2024-02-05 17:33:03,R_6ILTAvD3wzi6nE2,anonymous,EN,1,1,2,,,,,,,35,29,"the vehicle can not exactly predict what people will do ",1,73,59,2,,53,3,,12
2024-02-05 17:34:01,2024-02-05 17:36:34,0,100,152,1,2024-02-05 17:36:34,R_5KHFW9bbCrUDuWl,anonymous,EN,1,1,2,,,,57,67,Technology has improved  and safety is tested Even after earlier tests,,,,1,66,63,2,,48,5,,10
2024-02-05 17:35:03,2024-02-05 17:36:59,0,100,116,1,2024-02-05 17:37:00,R_7i9eKzJEHP7SaRh,anonymous,EN,1,1,2,,,,31,33,"I have no further information on this AI, so I don't trust that it will be able to tell whether or not the pedestrian is going to cross. With more information, I might be more confident, but it feels best to be cautious.",,,,1,69,51,1,,31,1,,15
2024-02-05 17:29:15,2024-02-05 17:38:05,0,100,530,1,2024-02-05 17:38:06,R_1ygbpu33U9PbKL6,anonymous,EN,1,1,2,70,25,"The AI identified two people as one person. They are facing away from the crosswalk, but I see nothing in the image to indicate the AI recognizes which direction a person is facing. Furthermore, while the people are currently not in the process of stepping into the crosswalk, they could turn and take that first step in less than one second. While an AI can recognize a person and determine the direction and speed a person is moving, I do not trust an AI to evaluate a person's intended actions.",,,,,,,1,30,30,1,,49,4,,14
2024-02-05 17:35:30,2024-02-05 17:39:01,0,100,210,1,2024-02-05 17:39:02,R_6OfwJyx9IsSVYjC,anonymous,EN,1,1,2,60,50,The person looks stationary and is faced in the opposite direction but I don't know if it can detect this every time,,,,,,,1,30,10,1,,41,4,,12
2024-02-05 17:36:57,2024-02-05 17:39:55,0,100,178,1,2024-02-05 17:39:56,R_5rGicWDin82cX7G,anonymous,EN,1,1,2,,,,0,20,I don't think AI can read this person's mind to know if they are going to cross the street or not. They could be waiting for the right time to do so due to traffic.,,,,1,70,10,2,,41,3,,13
2024-02-05 17:31:51,2024-02-05 17:41:08,0,100,556,1,2024-02-05 17:41:09,R_7MFoGLwWAY1ouSB,anonymous,EN,1,1,2,,,,,,,92,88,It is quite evident from their stance that the pedestrians do not intend to cross the street.,1,69,71,2,,72,3,,10
2024-02-05 17:37:39,2024-02-05 17:41:20,0,100,221,1,2024-02-05 17:41:21,R_3waaQO54cvIzzB6,anonymous,EN,1,1,2,,,,,,,90,30,Depends very much on the programming. I am not convinced that things have advanced to the point where an AI adequately assesses for unexpected human movements.,1,50,5,2,,68,4,,12
2024-02-05 17:38:44,2024-02-05 17:41:29,0,100,165,1,2024-02-05 17:41:29,R_3ifUZMAuvH4utCF,anonymous,EN,1,1,2,10,30,An artificial intelligence like this one appears to be trained to RECOGNIZE objects but not necessarily anticipate or predict what those objects will do. There have been countless instances of self-driving cars crashing themselves and I don't have a high level of trust in their ability to stop if a person were to walk in front of them.,,,,,,,1,70,65,1,,36,3,,15
2024-02-05 17:39:27,2024-02-05 17:41:28,0,100,121,1,2024-02-05 17:41:30,R_5CT93NXexmnt8yK,anonymous,EN,1,1,2,62,69,I assume that the software will work correctly but I don't really trust it.,,,,,,,1,78,42,2,,47,4,,14
2024-02-05 17:39:28,2024-02-05 17:41:48,0,100,140,1,2024-02-05 17:41:49,R_72KOEkeuxKFhrNz,anonymous,EN,1,1,2,,,,30,50,"As innovative as AI is, it is not able to read the pedestrian's mind. The pedestrian in this case may intend to cross the road.",,,,1,65,50,2,,24,4,,14
2024-02-05 17:43:55,2024-02-05 17:45:01,0,100,65,1,2024-02-05 17:45:01,R_1Gy8hEuxbkQoFm8,anonymous,EN,1,1,2,,,,,,,83,92,"I generally trust AI more than human beings, so I put my faith in the computer.",1,53,58,1,,30,5,,13
2024-02-05 17:43:30,2024-02-05 17:48:14,0,100,283,1,2024-02-05 17:48:14,R_7rTKiVzXQei5Ahb,anonymous,EN,1,1,2,,,,,,,50,48,"Because the pedestrian seems to be looking at a map, it cannot be ascertained that the pedestrian will absolutely not be crossing the road. Because there is some uncertainty about the pedestrian's intentions, the autonomous vehicle could potentially become involved in an accident.",1,68,43,1,,53,4,,14
2024-02-05 17:52:46,2024-02-05 17:57:21,0,100,275,1,2024-02-05 17:57:22,R_6NUpxp47EaOEw4j,anonymous,EN,1,1,2,60,56,I went with my gut and what I felt was right and what I read above,,,,,,,1,35,37,2,,41,5,,13
2024-02-05 17:59:03,2024-02-05 18:00:10,0,100,66,1,2024-02-05 18:00:10,R_1PdwWInSe7X8vn0,anonymous,EN,1,1,2,,,,,,,31,67,Based on the picture above the pedestrians are not paying attention to the road.,2,38,23,1,,36,1,,13
2024-02-05 17:57:15,2024-02-05 18:00:23,0,100,187,1,2024-02-05 18:00:23,R_5anN4kF7wGyHniR,anonymous,EN,1,1,2,,,,50,50,"The pedestrian is so close to a crosswalk so I'm not sure how the car can tell if they will cross the road,",,,,1,100,30,2,,25,4,,13
2024-02-05 18:01:09,2024-02-05 18:02:46,0,100,97,1,2024-02-05 18:02:47,R_6XhNk2uYg8ASPMi,anonymous,EN,1,1,2,57,62,The autonomous vehicle seems to know where cars and pedestrians are.,,,,,,,1,100,13,2,,29,1,,12
2024-02-05 17:58:24,2024-02-05 18:02:49,0,100,264,1,2024-02-05 18:02:49,R_6HntUAH0G13VfWU,anonymous,EN,1,1,2,35,60,I think that it can discern movement and then conclude that the pedestrian has in fact stopped in the road.,,,,,,,1,77,40,1,,65,4,,11
2024-02-05 17:54:31,2024-02-05 18:02:50,0,100,498,1,2024-02-05 18:02:50,R_7M9AbknCoaBtwtK,anonymous,EN,1,1,2,40,76,I don't think the autonomous car can tell if the pedestrian is going to cross the road because humans are unpredictable.  I think the car would at least slow down to determine what the pedestrian will do.,,,,,,,1,74,60,2,,59,4,,10
2024-02-05 17:54:04,2024-02-05 18:03:09,0,100,544,1,2024-02-05 18:03:09,R_3XoKecLkUTf0ytd,anonymous,EN,1,1,2,,,,28,34,"I'm unsure if the self-driving car stopped in front of the crosswalk because they perceive the pedestrian to be utilizing the crosswalk or if the line of cars in their lane is such that it is preventing them from moving forward. I'm inclined to believe the former, since stopping in front of the crosswalk would put the self-driving car in the middle-of-the-road, putting any passengers in the car at risk of being hit by on-coming traffic. That is why I selected the responses I did for the above questions. ",,,,1,35,30,2,,32,5,,15
2024-02-05 17:59:28,2024-02-05 18:03:28,0,100,239,1,2024-02-05 18:03:29,R_1DhmQhrLICIfqHr,anonymous,EN,1,1,2,,,,22,37,I don't see how the image above can address intent or behavior,,,,1,61,60,1,,43,4,,13
2024-02-05 18:04:29,2024-02-05 18:06:42,0,100,132,1,2024-02-05 18:06:42,R_36lN3Qx9mNPfqM3,anonymous,EN,1,1,2,80,80,"It's got it marked as a yellow box, which means it is a potential threat but not one that is an immediate threat.",,,,,,,1,75,60,2,,37,4,,13
2024-02-05 18:04:58,2024-02-05 18:07:59,0,100,180,1,2024-02-05 18:07:59,R_7r05b0m74YSBoYn,anonymous,EN,1,1,2,22,43,"You never really know what someone is about to do, as humans can be incredibly unpredictable. For example, it might look like this pedestrian isn't going to cross the street, but at the very last second he could decide to sprint across and the car could hit him as a result. ",,,,,,,1,48,32,2,,22,1,,14
2024-02-05 18:00:46,2024-02-05 18:08:55,0,100,489,1,2024-02-05 18:08:56,R_6ZKWIXoDK08Eqw9,anonymous,EN,1,1,2,,,,,,,70,80,"These vehicles are engineered with a focus on safety, adhering to traffic regulations, which includes exhibiting appropriate behavior in the presence of pedestrians.",1,60,50,1,,47,3,,12
2024-02-05 18:03:25,2024-02-05 18:09:00,0,100,335,1,2024-02-05 18:09:00,R_1q41CHiNjimKDEk,anonymous,EN,1,1,2,,,,,,,50,75,"I am not sure how the car reacts to a human in the crosswalk, but hope it acts appropriately.",1,65,1,2,,67,2,,13
2024-02-05 18:01:25,2024-02-05 18:09:42,0,100,496,1,2024-02-05 18:09:42,R_7ePu0uTLt1wNOdg,anonymous,EN,1,1,2,,,,95,95,I believe from where the person is and the position the body is turned is how the autonomous vehicle made the decision that the person will not be crossing the road. I believe the autonomous vehicle has been tested with objects and people enough times that it knows how to react when it is on the street with traffic and pedestrians.,,,,1,70,70,2,,69,3,,10
2024-02-05 18:04:52,2024-02-05 18:10:11,0,100,318,1,2024-02-05 18:10:12,R_6J3qt9NtplqODPh,anonymous,EN,1,1,2,,,,30,30,"The pedestrian appears to be standing in the street on the sidewalk, if I was driving myself I'd be very cautious about what this person is doing. You can never be sure with pedestrians because the damage to them is always going to be bigger than the damage to you and your vehicle and I'm not sure AI is up to the task of predicting unpredictable people so easily.",,,,1,80,20,2,,35,3,,13
2024-02-05 17:32:57,2024-02-05 18:11:33,0,100,2315,1,2024-02-05 18:11:33,R_6sBwpVFUp8aNy9x,anonymous,EN,1,1,2,,,,,,,71,72,It seems as though the pedestrian will not be crossing the road.  I would assume the AI can react quickly if the pedestrian does cross the road.,1,73,42,2,,52,3,,12
2024-02-05 18:08:17,2024-02-05 18:11:33,0,100,196,1,2024-02-05 18:11:34,R_50ackxjtGYPHA2t,anonymous,EN,1,1,2,,,,,,,0,35,"I don't believe that an AI can perceive human intention.  With that, I believe that if it were properly coded and built, it would see this scenario and automatically proceed with caution, but I don't know how well it was built and coded.",1,25,15,1,,40,4,,13
2024-02-05 18:09:26,2024-02-05 18:12:03,0,100,157,1,2024-02-05 18:12:03,R_18BevHVygQrXNCN,anonymous,EN,1,1,2,,,,19,9,"I think I could glance at a person and notice if they are moving, looking across the road, facing the road, etc. However, when an autonomous vehicle senses the person and just draws a box, I wouldn't trust it to make that same judgement call.",,,,1,40,50,1,,29,5,,10
2024-02-05 18:07:42,2024-02-05 18:12:17,0,100,275,1,2024-02-05 18:12:18,R_7jqtRuDLnBGRxgX,anonymous,EN,1,1,2,30,30,Just because the man is facing towards the sidewalk does not mean he will not pivot and cross the street.  I don't know that a self driving car knows how to behave appropriately around pedestrians.,,,,,,,1,75,10,2,,43,3,,13
2024-02-05 18:10:40,2024-02-05 18:12:35,0,100,115,1,2024-02-05 18:12:36,R_7CjkuR1Yb0Ylvtf,anonymous,EN,1,1,2,,,,,,,65,65,"The pedestrians are not facing the road, but they are standing on the side of the road, which makes me think that the car might not know what they intend to do.",1,50,50,2,,35,4,,13
2024-02-05 18:11:21,2024-02-05 18:13:22,0,100,121,1,2024-02-05 18:13:23,R_1WApmbbcuM5g7lF,anonymous,EN,1,1,2,21,73,I think the car will have no idea whether or not the person will attempt to cross the road. I think the car will see a person and just stop automatically to avoid a possible collision.,,,,,,,1,70,60,2,,35,4,,12
2024-02-05 18:04:51,2024-02-05 18:15:19,0,100,628,1,2024-02-05 18:15:20,R_6fcnNSSqsAydma1,anonymous,EN,1,1,2,,,,,,,19,29,"The pedestrians are the the crosswalk and facing away from the street. I do not think that the vehicle can detect the orientation and intention of the pedestrians. Safety dictates that we should assume that the pedestrians may intend to cross. The vehicle should slow but I suspect it will continue on its course and speed. ",1,38,7,1,,64,4,,13
2024-02-05 18:24:26,2024-02-05 18:26:49,0,100,143,1,2024-02-05 18:26:50,R_50S9Z0BYrGi1C6U,anonymous,EN,1,1,2,,,,,,,82,79,"I imagine they can understand perspective/ back turned, and also respond to movement if the person does turn and start to cross",1,24,12,2,,54,4,,10
2024-02-05 18:25:14,2024-02-05 18:30:36,0,100,322,1,2024-02-05 18:30:37,R_3y16TIQ6edGtgos,anonymous,EN,1,1,2,,,,15,30,"Based only on the above image, the AI doesn't seem to indicate the direction of moving objects, or at least it is not displaying that information.  I feel like there is not enough data present for the AI to determine the intentions of people or moving cars.",,,,1,25,5,1,,30,1,,13
2024-02-05 18:26:01,2024-02-05 18:30:58,0,100,297,1,2024-02-05 18:30:59,R_3N2pY0bhYMSic21,anonymous,EN,1,1,2,,,,,,,20,0,"While the pedestrians body language might not indicate that they're crossing, they could be a fraction of a second from moving into the crosswalk. I don't trust that the AI will behave appropriately because I don't trust AI to anything.",1,30,1,1,,38,4,,14
2024-02-05 18:35:31,2024-02-05 18:38:54,0,100,203,1,2024-02-05 18:38:54,R_3cyNPHb98aoIsvL,anonymous,EN,1,1,2,,,,29,54,It's hard for AI to make a judgment from a person.  I'm not sure if it can predict effectively the pedestrian's intentions.,,,,1,56,18,2,,50,4,,11
2024-02-05 18:36:25,2024-02-05 18:38:55,0,100,149,1,2024-02-05 18:38:55,R_1dX18kHHDNJsBny,anonymous,EN,1,1,2,89,97,I believe the a.i is correct i trust. I trust that it will behave appropriately,,,,,,,1,100,51,2,,33,1,,11
2024-02-05 18:48:40,2024-02-05 18:51:31,0,100,171,1,2024-02-05 18:51:32,R_6EXXjduGbBSmsWc,anonymous,EN,1,1,2,9,30,"With due respect, AI cannot know the intention of a pedestrian.",,,,,,,1,7,6,1,,62,6,,12
2024-02-05 18:50:12,2024-02-05 18:53:25,0,100,193,1,2024-02-05 18:53:26,R_1g0PudMZaMOSpYB,anonymous,EN,1,1,2,100,100,The person is facing away from the road where cars are and don't intend to turn around and cross the street,,,,,,,1,81,53,2,,57,1,,9
2024-02-05 18:51:56,2024-02-05 18:54:51,0,100,175,1,2024-02-05 18:54:51,R_3EMhpEA8dxtCXkm,anonymous,EN,1,1,2,,,,,,,71,76,"I think it is pretty obvious that the person is not about to step in front of the car, or is getting ready to try to cross the road, so I think the ai would see that too.",1,56,23,2,,33,4,,14
2024-02-05 18:54:38,2024-02-05 18:56:27,0,100,109,1,2024-02-05 18:56:27,R_6MygMBdb2ay0Yjf,anonymous,EN,1,1,2,,,,28,28,"Based on the image, it's tough to understand intention -- they could try to cross.",,,,1,62,51,1,,35,5,,10
2024-02-05 18:58:39,2024-02-05 19:02:14,0,100,214,1,2024-02-05 19:02:15,R_3VyxxTKY6cNSFIE,anonymous,EN,1,1,2,,,,29,62,the AI cannot know what the pedestrian is thinking,,,,1,62,71,2,,74,2,,14
2024-02-05 18:59:43,2024-02-05 19:03:56,0,100,252,1,2024-02-05 19:03:57,R_1eIBQtkFXYStkch,anonymous,EN,1,1,2,,,,,,,70,81,The pedestrains are not facing the crosswalk. Hopefully it can detect that.,1,80,52,2,,70,3,,12
2024-02-05 19:03:02,2024-02-05 19:05:03,0,100,120,1,2024-02-05 19:05:03,R_6JQrMAqNS2jkDS6,anonymous,EN,1,1,2,,,,,,,70,62,"The people are pointed away and the AI can detect that. ",1,83,66,1,,27,4,,11
2024-02-05 19:07:06,2024-02-05 19:10:59,0,100,232,1,2024-02-05 19:11:00,R_7Cqo2xiddosJ937,anonymous,EN,1,1,2,37,40,The person is close to the crosswalk however not facing it. I'm not sure if the car who's be able to know that,,,,,,,1,14,17,2,,50,3,,13
2024-02-05 19:06:56,2024-02-05 19:11:58,0,100,301,1,2024-02-05 19:11:59,R_1MRiQHNhjLGllH0,anonymous,EN,1,1,2,,,,,,,79,96,"AI is going to have to be smart enough to recognize and make these judgement calls. If we are going to free people of the responsibility of driving, what replaces it better be at least as good as human drivers. Honestly people are going to be demanding perfection. Humans get in car accidents from time to time, but if the machine ever fails, people will be there pointing the finger, that I can guarantee.",1,67,20,1,,38,4,,13
2024-02-05 19:07:30,2024-02-05 19:13:29,0,100,358,1,2024-02-05 19:13:29,R_732BQ3UlFBvUIgC,anonymous,EN,1,1,2,,,,3,3,AI can distinguish pedestrians but it cannot read their intentions.,,,,1,40,9,1,,72,2,,14
2024-02-05 19:15:07,2024-02-05 19:17:06,0,100,118,1,2024-02-05 19:17:06,R_7H03W2sf5cmiwYf,anonymous,EN,1,1,2,29,49,"I'm not sure how it would react just based on the image alone so I'm not certain enough to say, although it obviously can detect the pedestrian.",,,,,,,1,11,0,2,,34,3,,15
2024-02-05 19:14:01,2024-02-05 19:19:10,0,100,309,1,2024-02-05 19:19:10,R_1KwMiJfVK9Wk2gJ,anonymous,EN,1,1,2,,,,,,,99,99,The picture is unambiguous and an AI that couldn't handle this situation wouldn't be able to drive anywhere safely.,1,70,15,2,,37,4,,13
2024-02-05 19:15:26,2024-02-05 19:20:56,0,100,330,1,2024-02-05 19:20:57,R_3pPS36HZVzekbv2,anonymous,EN,1,1,2,,,,8,30,"first question: the person box is slightly on the street.   2nd question: seems to be a lot of information for it to use, but that information still requires understanding that usually comes with experience.",,,,1,40,31,3,,40,2,,13
2024-02-05 19:19:05,2024-02-05 19:21:12,0,100,126,1,2024-02-05 19:21:12,R_1zZkAMurZIgwDbB,anonymous,EN,1,1,2,,,,,,,32,31,the field of vision for the autonomous vehicle is too narrow,1,60,0,1,,51,3,,11
2024-02-05 19:15:30,2024-02-05 19:23:50,0,100,500,1,2024-02-05 19:23:51,R_1FtDlD3xlt4h9Vr,anonymous,EN,1,1,2,90,70,"For the first, I think the AI can detect that the pedestrians are facing the nearby curb, and so are not likely to be crossing the street.  For the second, I would imagine the AI would keep the car going by.  I would be concerned about what would happen if the person suddenly fell into the road or walked backwards into traffic.",,,,,,,1,50,25,2,,40,1,,14
2024-02-05 19:18:49,2024-02-05 19:24:46,0,100,357,1,2024-02-05 19:24:46,R_7KDPFYlulPJFM6U,anonymous,EN,1,1,2,,,,24,29,"Even people have trouble deciding what a pedestrian will do. This one is already in the street so maybe they will get in the car that they are near, or maybe they will cross the street. More time or input is needed.",,,,1,20,19,2,,57,5,,12
2024-02-05 19:22:10,2024-02-05 19:25:01,0,100,171,1,2024-02-05 19:25:02,R_3iF3YJccFtzEyzp,anonymous,EN,1,1,2,100,89,The person is showing someone something on their phone and facing the other way so theyre not trying to cross the street. I trust that the vehicle will behave correctly because it appears to notice everything.,,,,,,,1,100,48,2,,33,4,,13
2024-02-05 19:23:47,2024-02-05 19:27:13,0,100,206,1,2024-02-05 19:27:14,R_3yl5Fdzb8QHbER6,anonymous,EN,1,1,2,,,,,,,72,62,I believe it would have advanced technology to detect the person is standing and talking.,1,82,53,2,,33,5,,12
2024-02-05 19:25:03,2024-02-05 19:27:42,0,100,159,1,2024-02-05 19:27:43,R_1dYppfVUdgTqhTc,anonymous,EN,1,1,2,75,91,It definately can tell the pedestrian is there. If the pedestrian is moving it definitely should be able to tell.,,,,,,,1,91,65,2,,35,3,,13
2024-02-05 19:25:30,2024-02-05 19:28:07,0,100,156,1,2024-02-05 19:28:07,R_71au6ao9BKorZnX,anonymous,EN,1,1,2,,,,,,,0,50,"I do not trust autonomous vehicles who, while they may notice the pedestrian, might not know which way they are getting ready to walk.",1,77,71,2,,34,3,,11
2024-02-05 19:19:57,2024-02-05 19:29:44,0,100,586,1,2024-02-05 19:29:45,R_7fpbbqjssVr1CZ7,anonymous,EN,1,1,2,,,,30,80,"If the AI is identifying a person at the edge of what seems to be a sidewalk, then I believe it perceives the person as an obstacle and will remain alert. This is similar to its perceived recognition of the cars and the distance they are apart.",,,,1,65,0,2,,41,4,,14
2024-02-05 19:29:14,2024-02-05 19:34:32,0,100,317,1,2024-02-05 19:34:32,R_3m7QAxj9JsRv6Tc,anonymous,EN,1,1,2,,,,0,19,AI does not see intentions. No way to know how AI will react,,,,1,84,40,2,,46,1,,15
2024-02-05 19:34:45,2024-02-05 19:36:38,0,100,113,1,2024-02-05 19:36:39,R_6qdt32GFP5SUEDM,anonymous,EN,1,1,2,22,18,I wouldn’t trust the car to make those determinations anywhere close to people.,,,,,,,1,74,60,1,,41,3,,11
2024-02-05 19:36:42,2024-02-05 19:39:43,0,100,181,1,2024-02-05 19:39:44,R_1YAnppN40qhlHnj,anonymous,EN,1,1,2,,,,,,,78,83,the quality of the whole product and the description,2,77,85,2,,37,4,,12
2024-02-05 19:40:07,2024-02-05 19:41:35,0,100,87,1,2024-02-05 19:41:35,R_3scammUerisQXQj,anonymous,EN,1,1,2,,,,,,,41,29,It likely won't recognize what the person is doing,1,70,7,1,,54,4,,11
2024-02-05 19:39:23,2024-02-05 19:43:35,0,100,251,1,2024-02-05 19:43:35,R_3LkD6IxJb7bQDQw,anonymous,EN,1,1,2,10,9,"While it is clear the vehicle can identify the person, it cannot tell from a single pic what direction the person was moving in (if at all), and even if it links pictures together, the person's behavior may not be predictable.",,,,,,,1,76,41,1,,54,6,,9
2024-02-05 18:42:17,2024-02-05 19:43:56,0,100,3698,1,2024-02-05 19:43:56,R_6THsxkKFuGJadQH,anonymous,EN,1,1,2,,,,,,,50,55,i do not know for sure it can predict what it can or can not do,1,70,53,2,,46,3,,12
2024-02-05 19:41:44,2024-02-05 19:46:46,0,100,302,1,2024-02-05 19:46:47,R_6zUdPRZkvwx8U5S,anonymous,EN,1,1,2,,,,,,,40,75,"I believe that the AI has a good view, but can possibly understand pedestrian's gestures but i just feel like it not safe",1,90,85,2,,45,3,,11
2024-02-05 19:42:53,2024-02-05 19:47:44,0,100,290,1,2024-02-05 19:47:44,R_7Cm2xK9DkGr3ERP,anonymous,EN,1,1,2,90,80,"I see it can detect humans, but humans are unpredictable. Chances that everything will be OK are high (80%), but still person can run any second.",,,,,,,1,60,60,2,,39,4,,14
2024-02-05 19:36:54,2024-02-05 19:48:07,0,100,673,1,2024-02-05 19:48:08,R_7oNlMg8LfBCLjrz,anonymous,EN,1,1,2,90,88,I chose those answers because the AI software was very accurate in lableing other objects in the picture.,,,,,,,1,73,36,1,,38,4,,12
2024-02-05 19:42:55,2024-02-05 19:49:44,0,100,408,1,2024-02-05 19:49:45,R_7nVsgwA6cUjgX7P,anonymous,EN,1,1,2,,,,90,90,"The AI software can differentiate between people and cars. The software also has a wide field of view, and I think it would be able recognize if a pedestrian does not intend to cross the road. I also think it would behave appropriately around any pedestrians.",,,,1,50,20,1,,34,4,,14
2024-02-05 19:58:31,2024-02-05 20:00:41,0,100,129,1,2024-02-05 20:00:41,R_3pFr1h1kcvro0Mb,anonymous,EN,1,1,2,30,30,"Although the individual appears turned away from the street, I don't believe AI can detect which movement the human will make. ",,,,,,,1,55,30,2,,45,5,,11
2024-02-05 19:57:55,2024-02-05 20:01:55,0,100,240,1,2024-02-05 20:01:56,R_5i9kpUt5EiA0Efq,anonymous,EN,1,1,2,,,,10,70,this car appears to have yielded to the pedestrian based on what it sees. If all cars behave like this one then it seems these cars will behave appropriately around pedestrians,,,,1,20,0,2,,47,4,,12
2024-02-05 19:55:21,2024-02-05 20:02:59,0,100,458,1,2024-02-05 20:03:00,R_7esfWL0IM1yFeFU,anonymous,EN,1,1,2,,,,,,,82,100,hopefully the car is not going to veer off to where the people are so i am basing that on what i actually see in the photo. Appears to be going straight ahead.,1,30,60,2,,66,3,,14
2024-02-05 20:02:33,2024-02-05 20:06:49,0,100,255,1,2024-02-05 20:06:49,R_1giGgzAiDFdeUj7,anonymous,EN,1,1,2,95,72,"Although the pedestrian isn't facing like he is going to cross the street, but that doesn't mean he won't turn at the last second",,,,,,,1,5,5,2,,51,3,,12
