StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,Annotated_Capability_1,Annotated_Trust_1_1,Annotated_Why,Unannotated_Capability_1,Unannotated_Trust_1_1,Unannotat_Why,comp_images,comp_pedestrian,AI_Familiarity_1,Visual_Familiarity_1,gender,gender_5_TEXT,age,education,education_8_TEXT,income
2/9/24 14:49,2/9/24 14:55,0,100,371,1,2/9/24 14:55,R_1I5g3kSGCuvPDR0,anonymous,EN,1,1,2,86,86,It can see the person but does it know he's facing the opposite direction is what I wonder.,,,,1,2,91,65,1,,46,4,,10
2/9/24 14:49,2/9/24 14:55,0,100,371,1,2/9/24 14:55,R_5MxznuLRgm5LOlb,anonymous,EN,1,1,2,,,,90,90,"I feel like when the pedestrian enters the AI's sight, it will quickly pickup what it is to make sure it is avoided. ",1,1,85,70,1,,44,2,,10
2/9/24 14:52,2/9/24 14:55,0,100,184,1,2/9/24 14:55,R_7kmQAeGqUDmqSux,anonymous,EN,1,1,2,21,50,I do not really trust driverless cars that run off AI. Never have and never will. I do not feel it is safe. And as far as I can...this person is crossing the street,,,,1,2,71,5,2,,45,4,,13
2/9/24 14:49,2/9/24 14:55,0,100,369,1,2/9/24 14:55,R_61c0dWTn5la5e1F,anonymous,EN,1,1,2,60,90,Whether the person on right wil change direction to cross street cannot be predicted,,,,1,2,70,85,2,,77,4,,12
2/9/24 14:49,2/9/24 14:55,0,100,357,1,2/9/24 14:55,R_3huUg71SSYS4Lbu,anonymous,EN,1,1,2,95,92,The pedestrian is facing away from the street and with somone else looking at something. I wouldn't think they would come into the street but as a driver I would continue to take notice until I pass them. ,,,,1,2,77,61,1,,35,4,,14
2/9/24 14:54,2/9/24 14:55,0,100,103,1,2/9/24 14:55,R_5hMuWuVEsQhyyfq,anonymous,EN,1,1,2,,,,7,5,"It does not have the person marked as identified, this leads me to believe that it does not know anything",1,1,67,62,1,,29,1,,14
2/9/24 14:53,2/9/24 14:55,0,100,170,1,2/9/24 14:55,R_3hfW0brYSOZrqk9,anonymous,EN,1,1,2,,,,20,20,It doesn't seem to have identified the person on the left as a pedestrian.  It seems like it stands a very good chance of acting as if he wasn't there.,1,1,60,5,1,,36,4,,14
2/9/24 14:50,2/9/24 14:55,0,100,356,1,2/9/24 14:55,R_74WmLTj5FEHbNYt,anonymous,EN,1,1,2,,,,0,0,"There is no box around the person on the left. The left side is labeled edge of street, but there is no label for the person on that side. I don't think it knows the person is there so it will not behave appropriately for someone crossing the street.",1,1,60,50,4,,53,4,,14
2/9/24 14:52,2/9/24 14:55,0,100,237,1,2/9/24 14:55,R_6jOjin3Mjp9SB7T,anonymous,EN,1,1,2,93,98,"The person is clearly outline with a box, so the AI detected them. The person is looking the opposite way of crossing the street, so I think the AI should be able to tell they don't intend to cross the street.",,,,1,2,94,92,1,,39,4,,9
2/9/24 14:53,2/9/24 14:56,0,100,127,1,2/9/24 14:56,R_5TtpBExOvgBCc66,anonymous,EN,1,1,2,77,77,I trust the cars more than people.  My car stops when it sees stuff already.,,,,1,1,73,96,1,,44,5,,11
2/9/24 14:54,2/9/24 14:56,0,100,105,1,2/9/24 14:56,R_7AHcqhDQEGjhXGi,anonymous,EN,1,1,2,92,93,The car sees the pedestrian on the right and has made that annotation. ,,,,1,2,72,70,3,,38,5,,12
2/9/24 14:53,2/9/24 14:56,0,100,148,1,2/9/24 14:56,R_77pPmSj5sZPe5ov,anonymous,EN,1,1,2,25,50,The pedistrian was seen as being on the side of the street but was crossing,,,,1,1,61,59,1,,48,4,,11
2/9/24 14:53,2/9/24 14:56,0,100,162,1,2/9/24 14:56,R_6TM8NQqpKyl6ael,anonymous,EN,1,1,2,,,,15,10,"The car has not labeled the person as it has all the other objects so it appears to not be able to ""see"" him and so it will continue driving as if he wasn't there. ",1,1,50,40,1,,39,4,,13
2/9/24 14:52,2/9/24 14:56,0,100,222,1,2/9/24 14:56,R_7wiQBqefNUqhauZ,anonymous,EN,1,1,2,80,80,It is able to see the cars and pedestrians and so should see that the pedestrian isn't about to cross and that the one on the right is crossing,,,,1,1,30,20,2,,65,3,,14
2/9/24 14:53,2/9/24 14:56,0,100,167,1,2/9/24 14:56,R_1rrlAhb149ouNEl,anonymous,EN,1,1,2,,,,100,70,His leg is outstretched signaling he is about to walk.,1,1,82,85,2,,35,4,,12
2/9/24 14:49,2/9/24 14:56,0,100,421,1,2/9/24 14:56,R_3gqf8V4zWvVKZUo,anonymous,EN,1,1,2,,,,60,60,"Technology can always fail, so I'm not giving it 100%.",1,1,18,42,2,,24,5,,11
2/9/24 14:49,2/9/24 14:56,0,100,406,1,2/9/24 14:56,R_7n4BStcXu3W7Wr7,anonymous,EN,1,1,2,,,,100,100,"Being an autonomous vehicle, I believe the software should already recognize what the images represents and should act accordingly,",1,1,85,0,2,,32,4,,10
2/9/24 14:52,2/9/24 14:56,0,100,240,1,2/9/24 14:56,R_1Gm1tjEX9Xl9Vw2,anonymous,EN,1,1,2,,,,3,4,The person on the left was not acknowledged on the cars AI grid. I don't believe the car would stop for the pedestrian in this scenario.,1,1,76,14,1,,56,3,,12
2/9/24 14:54,2/9/24 14:56,0,100,149,1,2/9/24 14:56,R_1DdP4Es0ArFfmIc,anonymous,EN,1,1,2,81,100,Each image's labels precisely indicate the presence of any specific road ... images from your car's front-facing camera. ,,,,1,1,100,81,1,,31,4,,1
2/9/24 14:50,2/9/24 14:56,0,100,365,1,2/9/24 14:56,R_3XSRpzqdTHOriW5,anonymous,EN,1,1,2,70,70,"The biggest thing is the pedestrian on the left was not identified. If I was supposed to take that into account then my answers above are how I feel. It did detect the person on the right, and probably does know they won't be crossing, but at the same time I only slightly agree with that.",,,,1,2,60,75,1,,36,4,,14
2/9/24 14:51,2/9/24 14:56,0,100,331,1,2/9/24 14:56,R_5dFl7qFILNSij4w,anonymous,EN,1,1,2,,,,30,60,I feel as though it sees the pedestrian on the left it can't read mind thoughts. I feel like because it looks as though he is going to cross it may assume that its going to happen.,1,1,80,50,2,,45,3,,11
2/9/24 14:51,2/9/24 14:56,0,100,313,1,2/9/24 14:56,R_5pKPwHsh3RP2km5,anonymous,EN,1,1,2,99,100,"The person to the right is facing away from the crosswalk like he has already crossed. He is facing the direction he plans to walk, which is to the right, which is not across the crosswalk. The person to the left looks like he is going to cross the crosswalk because he is facing it.",,,,1,2,73,51,2,,36,3,,12
2/9/24 14:54,2/9/24 14:56,0,100,149,1,2/9/24 14:56,R_5oEJdOTnyzstOYR,anonymous,EN,1,1,2,13,25,I am pretty distrustful of AI software.  How would the software be able to interpret subtle movements or motions that could indicate the person on the right has decided to cross the road?,,,,1,2,59,1,2,,58,4,,11
2/9/24 14:51,2/9/24 14:56,0,100,317,1,2/9/24 14:56,R_1740Z26JOMned1E,anonymous,EN,1,1,2,87,85,I am guessing the software can detect ways the person is facing. He is facing on the other way than crossing.,,,,1,2,40,17,2,,43,4,,10
2/9/24 14:52,2/9/24 14:56,0,100,249,1,2/9/24 14:56,R_7eeJuYw0ABdOvd6,anonymous,EN,1,1,2,18,79,"The AI may see the people, but does not know the actions they may do. Being that it sees the people on the right side, I'd assume it will treat them as if they ""could"" cross the street. Slow down etc.",,,,1,2,61,7,1,,55,1,,13
2/9/24 14:53,2/9/24 14:56,0,100,176,1,2/9/24 14:56,R_3FreR2zlJR2MKc1,anonymous,EN,1,1,2,,,,29,24,The AI does not appear to label the person crossing the street even though he is past the edge of the road. ,1,1,92,68,2,,27,5,,13
2/9/24 14:51,2/9/24 14:56,0,100,324,1,2/9/24 14:56,R_3Ltn1qQ4UR21d1I,anonymous,EN,1,1,2,,,,0,15,"The presence of a person standing on a zebra crossing suggests an intent to cross, but without clear visual cues, autonomous vehicles may need to proceed precision to cautiously to ensure safety.",1,1,76,79,2,,27,4,,10
2/9/24 14:54,2/9/24 14:57,0,100,139,1,2/9/24 14:57,R_7Fg18xwwsaQb5It,anonymous,EN,1,1,2,75,76,The person is clearly in a crosswalk with the right of way and the AI should be able to identify this easily as the most basic function is to not run pedestrians over.,,,,1,1,70,26,1,,41,1,,15
2/9/24 14:55,2/9/24 14:57,0,100,79,1,2/9/24 14:57,R_5n5iCdKVzDUOvjr,anonymous,EN,1,1,2,68,73,Seems very trustworthy and reliable. I can see these being used quite frequently ,,,,2,1,62,46,1,,27,5,,11
2/9/24 14:52,2/9/24 14:57,0,100,259,1,2/9/24 14:57,R_1sYkA2YdX1gb2Ai,anonymous,EN,1,1,2,0,9,"Even though AI software can detect pedestrian's locations, but AI software can't detect people's intentions.",,,,1,2,92,91,2,,50,5,,11
2/9/24 14:54,2/9/24 14:57,0,100,176,1,2/9/24 14:57,R_6beoZApYx94bBZv,anonymous,EN,1,1,2,,,,10,12,The AI does not even have a box around the pedestrian on the left.  This gives me great doubt about whether the AI knows what the person will do.,1,1,82,70,1,,41,4,,11
2/9/24 14:53,2/9/24 14:57,0,100,236,1,2/9/24 14:57,R_1Sqs9piiY4gHVNZ,anonymous,EN,1,1,2,75,70,The person on the right of the image is standing still and looking at something. If he was to walk then he would be facing the other way.,,,,1,2,60,60,1,,47,3,,12
2/9/24 14:50,2/9/24 14:57,0,100,395,1,2/9/24 14:57,R_6ijmmMXS0K1FWHD,anonymous,EN,1,1,2,,,,66,37,AI will constantly modify its decisions and will act appproprietely,1,1,36,28,1,,69,5,,10
2/9/24 14:54,2/9/24 14:57,0,100,174,1,2/9/24 14:57,R_3R46RKKpXySA1YF,anonymous,EN,1,1,2,61,59,The fact that it didn't identify the pedestrian on the left makes me doubt about the system.,,,,1,2,59,51,2,,49,5,,12
2/9/24 14:53,2/9/24 14:57,0,100,233,1,2/9/24 14:57,R_6LkfNkdBig4cdtl,anonymous,EN,1,1,2,,,,71,80,"The pedestrian is on the left, but his body position is faced right. There is a crosswalk in front of him. Therefore, I think the autonomous vehicle would be able to detect that and yield for the pedestrian.",1,1,75,50,2,,30,4,,12
2/9/24 14:52,2/9/24 14:57,0,100,301,1,2/9/24 14:57,R_5RjfcIcXScB53QR,anonymous,EN,1,1,2,27,55,I can't imagine that a self driving car could read a person's mind. He could a knowledge someone is there on the side but not if the person takes it upon himself to cross the street.,,,,1,2,39,11,2,,41,4,,10
2/9/24 14:52,2/9/24 14:57,0,100,330,1,2/9/24 14:57,R_5LXZvvepx2ZIHA4,anonymous,EN,1,1,2,9,8,The person on the right is very near the crosswalk. It would always be best to assume a person near the road can quickly be in the road. I wouldn't want the AI to 'judge' what it thinks a person would do.,,,,1,2,81,81,2,,62,3,,14
2/9/24 14:53,2/9/24 14:57,0,100,280,1,2/9/24 14:57,R_5HqAYCTCSxW2dKV,anonymous,EN,1,1,2,9,49,The man is definately crossing the road and from what I know about ai is that it's totally depending on the programmer so I really don't know if it'll make the right decision.,,,,1,2,52,20,2,,37,4,,13
2/9/24 14:56,2/9/24 14:57,0,100,94,1,2/9/24 14:57,R_5S67a9x6Y0dfFlc,anonymous,EN,1,1,2,,,,26,6,it boxed and identified everything else in the scene except the pedestrian on the left. something is wrong with that and will probably not assess the situation properly,1,1,100,100,1,,36,3,,10
2/9/24 14:50,2/9/24 14:57,0,100,476,1,2/9/24 14:57,R_6WMxOcLo2ioyI9t,anonymous,EN,1,1,2,73,78,"Due to the fact that the person on the right is facing away from the street and crosswalk, I would assume that the autonomous vehicle would make the decision that this person is not going to cross. However, Because of the amount of cars and the person on the left entering the crosswalk I would think that the autonomous vehicle would be slow and deliberate in monitoring the situation.",,,,1,2,91,78,2,,64,4,,11
2/9/24 14:49,2/9/24 14:58,0,100,498,1,2/9/24 14:58,R_511FODZb8P9gV0I,anonymous,EN,1,1,2,60,78,The person on the right is turned away from the street and I can understand why a person or machine may think the person is not going to cross the road. But that may not be so. The person may indeed turn suddenly and cross the road for any number of reasons. Cars nor people can read minds.,,,,1,2,71,50,1,,63,8,Juris Doctor,9
2/9/24 14:51,2/9/24 14:58,0,100,416,1,2/9/24 14:58,R_1JHI1D3TLABCrxT,anonymous,EN,1,1,2,,,,100,100,"Based on what this autonomous vehicle sees above, I believe it can detect that the pedestrian on the left does intend to cross the road.",1,1,72,59,2,,31,4,,9
2/9/24 14:54,2/9/24 14:58,0,100,233,1,2/9/24 14:58,R_7dpjBEzM5aSi4A2,anonymous,EN,1,1,2,,,,50,60,I can't be certain what the car detects. It is a 50 50 chance.,1,1,80,30,2,,46,3,,13
2/9/24 14:56,2/9/24 14:58,0,100,127,1,2/9/24 14:58,R_1azaqJ53cDXjb49,anonymous,EN,1,1,2,,,,0,0,The person isn't highlighted to the autonomous vehicle.,1,1,19,0,2,,28,4,,15
2/9/24 14:55,2/9/24 14:58,0,100,197,1,2/9/24 14:58,R_5Toz5QCF01F2n0k,anonymous,EN,1,1,2,,,,97,87,"it roecognized the pedistrian, cars and other moving objects so it seems capible",1,1,97,75,1,,40,3,,13
2/9/24 14:55,2/9/24 14:58,0,100,175,1,2/9/24 14:58,R_6GX739SQL7JIvE5,anonymous,EN,1,1,2,20,18,We don’t know what the pedestrian’s intentions are.,,,,1,2,63,64,2,,65,4,,13
2/9/24 14:53,2/9/24 14:58,0,100,323,1,2/9/24 14:58,R_5m7t8gLk507mL3k,anonymous,EN,1,1,2,85,85,"I believe the cars software may be able to detect movement and possibly the direction of the person, but am not 100% sure about this.",,,,1,2,75,0,2,,,1,,13
2/9/24 14:56,2/9/24 14:58,0,100,118,1,2/9/24 14:58,R_6eF39TVhJwjscRW,anonymous,EN,1,1,2,75,80,it has identified the pedestrian on the right so it should know.,,,,1,2,68,25,1,,30,4,,12
2/9/24 14:54,2/9/24 14:58,0,100,259,1,2/9/24 14:58,R_7ydcT8ZuwHsp4CG,anonymous,EN,1,1,2,75,75,It seems to know somehow that the person doesn't intend to cross.,,,,1,2,50,24,1,,56,1,,13
2/9/24 14:56,2/9/24 14:58,0,100,125,1,2/9/24 14:58,R_5pnbMpaBHZiOXuh,anonymous,EN,1,1,2,,,,0,0,I think it cannot detect the pedestrian on the left since it does not have a box around the pedestrian and therefore I do not trust that it will behave appropriately around the pedestrian.,1,1,59,32,1,,30,4,,15
2/9/24 14:56,2/9/24 14:58,0,100,156,1,2/9/24 14:58,R_5lg8VF0sjGDjuvD,anonymous,EN,1,1,2,60,71,"To find Bob's estimate, we first need to find 30% of Sally's estimate. 30% of 68 is 0.30 x 68 = 20.4. Subtracting 20.4 from Sally's estimate of 68 gives us Bob's estimate, which is 68 - 20.4 = 47.6. Therefore, Bob's estimate is 47.6%, or rounded to 48%.",,,,1,2,43,87,1,,42,4,,8
2/9/24 14:54,2/9/24 14:59,0,100,242,1,2/9/24 14:59,R_5uqKO4LOUsifbG1,anonymous,EN,1,1,2,,,,62,29,"It can see the person further away on the right. I generally wouldn't trust it for the person on the left, but with calibration, it can detect correctly within a relevant range.",1,1,57,52,1,,56,4,,10
2/9/24 14:53,2/9/24 14:59,0,100,329,1,2/9/24 14:59,R_3kOhuHbQtDn2Yne,anonymous,EN,1,1,2,,,,5,10,"The person on the left is not highlighted by a box.  So, it seems like the AI can't detect him or that's he's about to cross the road.",1,1,68,32,2,,51,4,,15
2/9/24 14:56,2/9/24 14:59,0,100,159,1,2/9/24 14:59,R_1uWOqFi0AB2sfzH,anonymous,EN,1,1,2,,,,7,6,There is not a bounding box around the person on the left.,1,1,60,68,1,,38,4,,11
2/9/24 14:54,2/9/24 14:59,0,100,265,1,2/9/24 14:59,R_6nMlYzgYBTa7eVD,anonymous,EN,1,1,2,50,91,I trust AI so I think it will indeed behave appropriately just as if I was driving the car.,,,,1,2,79,21,1,,69,3,,13
2/9/24 14:55,2/9/24 14:59,0,100,259,1,2/9/24 14:59,R_44dbuNeRRWDIAkL,anonymous,EN,1,1,2,88,85,the pictures accurately depict where cars and humans are in real life.,,,,1,1,97,54,1,,39,4,,12
2/9/24 14:55,2/9/24 14:59,0,100,217,1,2/9/24 14:59,R_1zG4Rw5swNqMag6,anonymous,EN,1,1,2,33,37,"The one pedestrian on the right is correctly labeled by the software program, the other is not labeled.They are also facing the sidewalk and unlikely to cross back.",,,,1,2,70,33,1,,54,5,,9
2/9/24 14:53,2/9/24 14:59,0,100,343,1,2/9/24 14:59,R_7HNUk74Ga0MeetQ,anonymous,EN,1,1,2,,,,30,35,I can make the assumption by looking at seeing how this person is moving if they intend to cross. I am not sure or confident that an autonomous vehicle can make those assumptions and decisions in real time in order to react properly.,1,1,85,50,1,,,1,,13
2/9/24 14:56,2/9/24 14:59,0,100,166,1,2/9/24 14:59,R_1YgmfhEimP3Nzi3,anonymous,EN,1,1,2,90,99,Each image's labels precisely indicate the presence of any specific road ... images from your car's front-facing camera. ,,,,1,1,100,82,1,,27,4,,1
2/9/24 14:55,2/9/24 14:59,0,100,273,1,2/9/24 14:59,R_5ekUD2jDwgWs06N,anonymous,EN,1,1,2,0,60,"The car can't be programmed to know what the pedestrian MIGHT do, just like a driver would not be able to predict what a pedestrian, The pedestrian could decide to cross the street at last minute when the WALK sign turns green. Who Knows? NOT the car. ",,,,1,1,71,50,2,,69,3,,13
2/9/24 14:56,2/9/24 14:59,0,100,197,1,2/9/24 14:59,R_6sizHbbP04TyWtP,anonymous,EN,1,1,2,,,,80,80,"I think, or presume, it would know that is where people cross in general, and perhaps it's able to detect movement as well.",1,1,65,65,2,,64,3,,12
2/9/24 14:52,2/9/24 14:59,0,100,446,1,2/9/24 14:59,R_1xWDmtofDvssDAv,anonymous,EN,1,1,2,80,75,"The person on the right is accurately labeled as a person by the software. Presumably, since the person is identified the software will be able to detect whether the person is in motion or remains stationary. However, I cannot be 100% positive as to whether the software will predict the person's intentions and act accordingly so my responses reflected this.",,,,1,2,65,55,1,,48,4,,12
2/9/24 14:50,2/9/24 14:59,0,100,547,1,2/9/24 14:59,R_3Bh3Nx5F1Q1MtzL,anonymous,EN,1,1,2,85,84,"The AI recognizes the person on the right, and they look like they are paying a meter or something- they won't be crossing the street.",,,,1,2,66,74,2,,37,4,,15
2/9/24 14:55,2/9/24 15:00,0,100,277,1,2/9/24 15:00,R_7I0EalVq1knIrhD,anonymous,EN,1,1,2,,,,100,100,Clearly the person is crossing the street and I believe AI will act accordingly.,1,1,82,5,2,,59,3,,12
2/9/24 14:57,2/9/24 15:00,0,100,146,1,2/9/24 15:00,R_5OPZ3GWIJ5tz98l,anonymous,EN,1,1,2,,,,45,71,I think it can recognize the person is moving in a certain direction. ,1,1,75,86,1,,30,4,,11
2/9/24 14:59,2/9/24 15:00,0,100,86,1,2/9/24 15:00,R_3mOGe26uFzGeRA7,anonymous,EN,1,1,2,23,27,I don't think AIs are smart enough to recognize humans.,,,,1,1,74,50,1,,33,3,,14
2/9/24 14:57,2/9/24 15:00,0,100,163,1,2/9/24 15:00,R_6YJUVQOTLxBnWFl,anonymous,EN,1,1,2,,,,84,82,"I believe the vehicle will behave appropriately because it senses who and what are around it. Therefor, it can sense if an individual is near, and would allow them to cross",1,1,100,100,1,,38,1,,13
2/9/24 14:58,2/9/24 15:00,0,100,132,1,2/9/24 15:00,R_3Np5Q8JK1cpX93H,anonymous,EN,1,1,2,,,,100,100,"Based on what this autonomous vehicle sees above, I believe it can detect that the pedestrian on the left does intend to cross the road.",1,2,77,82,2,,31,4,,10
2/9/24 14:55,2/9/24 15:00,0,100,322,1,2/9/24 15:00,R_5futDU5bl820Fod,anonymous,EN,1,1,2,,,,10,10,"The human on the left is walking towards the crosswalk given his stance, however the A.I failed to correctly label the human on the left since the human doesn't have the labeled box. Since the autonomous vehicle failed to properly label the pedestrian, it wouldn't be able to decide if they intend to cross the road.",1,1,90,55,1,,31,3,,14
2/9/24 14:56,2/9/24 15:01,0,100,258,1,2/9/24 15:01,R_75YowIyDodH6pjj,anonymous,EN,1,1,2,100,100,"The person on the right is facing the sidewalk, not the street, and is standing still.",,,,1,2,80,72,2,,46,2,,12
2/9/24 14:58,2/9/24 15:01,0,100,174,1,2/9/24 15:01,R_5WAmBqxzfdrt0P2,anonymous,EN,1,1,2,,,,10,10,"The software hasn't marked the pedestrian on the left with a ""person"" box, as it has with the one on the right, so I have to assume it isn't yet aware of the left pedestrian, indicating a potential problem. ",1,1,80,80,1,,38,4,,12
2/9/24 14:53,2/9/24 15:01,0,100,451,1,2/9/24 15:01,R_6DBuZSOy0PbilKo,anonymous,EN,1,1,2,,,,100,100,THE AUTONOMOUS CAR  HAS  VISION OF THE FULL ROAD FROM LEFT SIDE TO RIGHT SIDE AND THE MAN THAT IS CROSSING FROM LEFT TO RIGHT.,1,1,76,76,2,,49,3,,12
2/9/24 14:57,2/9/24 15:01,0,100,238,1,2/9/24 15:01,R_6G1CZsG3LgjH1M8,anonymous,EN,1,1,2,63,50,AI Gave the information what they feed in the database and also it ca be helpful too.,,,,2,1,46,51,1,,29,4,,11
2/9/24 14:51,2/9/24 15:01,0,100,576,1,2/9/24 15:01,R_6TxbBQcJr5jKV0Z,anonymous,EN,1,1,2,0,80,"It looks like he is crossing the road and unlikely that the statement is true. If I am driving, I would have stopped my car and make eye contact.",,,,1,1,75,52,1,,28,5,,12
2/9/24 14:51,2/9/24 15:01,0,100,635,1,2/9/24 15:01,R_51zlbNkSGwOAyjG,anonymous,EN,1,1,2,50,0,"Well, I don't trust self driving vehicles in any situation no matter what. As to the person on the right, there's no way for me to no what their intentions are.",,,,1,2,100,100,1,,30,4,,14
2/9/24 14:56,2/9/24 15:01,0,100,341,1,2/9/24 15:01,R_6uxKTJLskPePAc1,anonymous,EN,1,1,2,,,,89,87,"I believe the AI is capable of identifying motion, bearing in mind the car is currently at a crosswalk. ",1,1,88,89,1,,25,4,,10
2/9/24 15:00,2/9/24 15:01,0,100,115,1,2/9/24 15:01,R_3rTPkzt78LpCKKW,anonymous,EN,1,1,2,,,,91,80, It appears that the artificial intelligence system successfully identified and recognized all cars and persons in the given context. This achievement indicates the system's ability to accurately detect and categorize objects,1,1,31,19,2,,33,4,,11
2/9/24 14:55,2/9/24 15:02,0,100,427,1,2/9/24 15:02,R_6Q9iReZMhSgVRXn,anonymous,EN,1,1,2,,,,52,75,ZTheres a fifty fifty chance the person will cross the street.,1,1,55,46,2,,70,3,,11
2/9/24 14:59,2/9/24 15:02,0,100,199,1,2/9/24 15:02,R_7E9E0ZXcmouayrC,anonymous,EN,1,1,2,95,95,"The person on the right does not appear to be facing the street as if it cross, and doesn't appear to be moving, and I assume the car can detect that and assume the behavior is to not cross, or not cross at this time.",,,,1,2,66,70,1,,36,3,,15
2/9/24 14:57,2/9/24 15:02,0,100,283,1,2/9/24 15:02,R_7n1xqd22qAiDIk1,anonymous,EN,1,1,2,,,,84,71,I agree the options above based on the mentioned image.,1,1,66,83,1,,29,4,,10
2/9/24 15:00,2/9/24 15:02,0,100,110,1,2/9/24 15:02,R_5OoyGAOm5zXZ18E,anonymous,EN,1,1,2,,,,50,50,I really dont know by picture it could be a 50/50 chance,1,1,50,51,2,,47,4,,11
2/9/24 14:56,2/9/24 15:02,0,100,384,1,2/9/24 15:02,R_69AP1rvgAEFItMZ,anonymous,EN,1,1,2,82,93,The AI highlighted the person on the right so it know they are there.,,,,1,2,68,57,1,,34,4,,11
2/9/24 14:59,2/9/24 15:02,0,100,212,1,2/9/24 15:02,R_395ylfHLIX6OUrD,anonymous,EN,1,1,2,90,95,The person if facing toward the sidewalk and not facing as if about to cross the street.,,,,1,2,66,32,1,,58,3,,13
2/9/24 14:59,2/9/24 15:03,0,100,220,1,2/9/24 15:03,R_7FQGM68D2sIIkqD,anonymous,EN,1,1,2,81,100,It should be able to tell that the person on the left is walking. I don't have enough information to know if it can tell that the pedestrian on the right isn't moving and actually is facing the other way.,,,,1,2,60,12,2,,65,4,,13
2/9/24 14:54,2/9/24 15:03,0,100,518,1,2/9/24 15:03,R_52LvjYrTrImm6gX,anonymous,EN,1,1,2,,,,0,0,I do not see a box or label for the pedestrian on the left who is crossing the street.,1,1,53,44,2,,71,5,,14
2/9/24 15:00,2/9/24 15:03,0,100,192,1,2/9/24 15:03,R_6XhUInrTGxYOUuA,anonymous,EN,1,1,2,,,,5,5,The person on the left is not labeled while the person on the right is. This seems to indicate that the vehicle does not recognize the person on the left.,1,1,75,5,1,,42,3,,13
2/9/24 14:55,2/9/24 15:03,0,100,513,1,2/9/24 15:03,R_6dmhEzRZCx9SPC4,anonymous,EN,1,1,2,25,35,"Humans exhibit diverse and often unpredictable behaviors, with minds capable of nonlinear thinking that doesn't always adhere to logical rules. Consequently, AI may struggle to accurately anticipate human responses or actions. Such discrepancies can lead to errors, potentially with serious consequences.",,,,1,2,83,93,2,,27,3,,13
2/9/24 14:59,2/9/24 15:04,0,100,259,1,2/9/24 15:04,R_3dn1nQIMru31Evv,anonymous,EN,1,1,2,,,,0,100,"Given that it has no way of knowing the mans intention, it should treat him, being in the road, with enhanced safety measures.  It is appropriate to assume the worst intention and act preventatively.  In this way, the car will act appropriately.  No interpretation of intention is needed.",1,1,90,100,1,,38,1,,11
2/9/24 15:01,2/9/24 15:04,0,100,186,1,2/9/24 15:04,R_7LpzxLYNCUVdxwl,anonymous,EN,1,1,2,54,72,It's kind of hard to know what the AI thinks based on an image alone. But I think the yellow box means that the man is not going to move. He's not in danger. If it was red he would be crossing.,,,,1,2,66,39,4,,28,4,,12
2/9/24 14:54,2/9/24 15:04,0,100,558,1,2/9/24 15:04,R_3BxF5A41JCYT0Y2,anonymous,EN,1,1,2,,,,95,88,"I think it’s obvious that the person is walking. But, when it comes to technology, you can never be 100% sure it is going to act as you would expect.",1,1,11,7,2,,32,5,,11
2/9/24 14:54,2/9/24 15:04,0,100,631,1,2/9/24 15:04,R_5d6uxaJ0sVJcsEh,anonymous,EN,1,1,2,,,,68,82,It shows a person identified and a crosswalk so I am assuming that it knows that the person is going to continue to walk across the crosswalk,1,1,68,83,2,,25,4,,12
2/9/24 15:02,2/9/24 15:04,0,100,98,1,2/9/24 15:04,R_1Bn8qtNrHpoItPO,anonymous,EN,1,1,2,,,,0,0,"The person on the left side of the street doesn't seem to be detected at all, which is why I answered the way that I did.",1,1,50,50,1,,31,1,,12
2/9/24 14:51,2/9/24 15:04,0,100,786,1,2/9/24 15:04,R_7n1NUeg3aMoMEu9,anonymous,EN,1,1,2,83,76,Based on the persons position and bosy behavior might help AI make the decision.,,,,1,2,96,95,1,,36,4,,13
2/9/24 14:51,2/9/24 15:04,0,100,813,1,2/9/24 15:04,R_1HOiKNAWrwxan80,anonymous,EN,1,1,2,,,,100,0,"The AI software neither detects the person nor does it detect that the person has already begun crossing the street at the crosswalk. Therefore it is not likely to behave appropriately in this dangerous scenario. The fault is in the recognition software not the camera. The camera sees the person walking on the crosswalk so the software ""can"" detect it but it does not.",1,1,60,50,1,,68,3,,14
2/9/24 15:00,2/9/24 15:04,0,100,261,1,2/9/24 15:04,R_1jTaJsilavrwGso,anonymous,EN,1,1,2,,,,9,11,The AI software did not labeled the person on the left.,1,1,100,100,1,,29,4,,12
2/9/24 15:00,2/9/24 15:04,0,100,282,1,2/9/24 15:04,R_11XBNU65u2lDAGU,anonymous,EN,1,1,2,,,,16,16,"There is no green box around the person so i assume that AI does not notice this person yet. Maybe when both of them get closer AI will, but it does not look like it.",1,1,50,50,1,,57,5,,12
2/9/24 15:00,2/9/24 15:05,0,100,293,1,2/9/24 15:05,R_7D5fPW8X8m00YwX,anonymous,EN,1,1,2,,,,78,73,I trust in AI software creating annotations. It's my personal opinion,1,1,85,80,2,,22,4,,10
2/9/24 15:00,2/9/24 15:05,0,100,266,1,2/9/24 15:05,R_6C8ZmsCLlb43S74,anonymous,EN,1,1,2,22,45,I think it can only detect the area that a pedestrian is in and since the pedestrian is on the crosswalk it probably thinks he will cross.,,,,1,2,50,33,1,,41,8,less than highschool,14
