"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","consent_q","attn_1","attn_2","Present_Capability_1","Present_Trust_1","Present_Why","Absent_Capability_1","Absent_Trust_1","Absent_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income"
"2023-11-20 10:20:33","2023-11-20 10:26:52","0","100","378","1","2023-11-20 10:26:52","R_1NFJMVApg9j5of7","anonymous","EN","1","1","2","","","","10","50","The pedestrian looks to be in the crosswalk. That alone would make me think they wanted to cross the street. But how is the car supposed to know in what direction the person is going based off of one snapshot in time?","1","20","0","2","","54","5","","12"
"2023-11-20 10:23:45","2023-11-20 10:26:53","0","100","188","1","2023-11-20 10:26:54","R_2QnZDsP8HcnacLk","anonymous","EN","1","1","2","","","","8","7","I just do not trust or believe that the AI software can easily predict human behavior as quickly as human behavior can change.","1","60","50","2","","59","5","","13"
"2023-11-20 10:22:36","2023-11-20 10:26:55","0","100","259","1","2023-11-20 10:26:56","R_31Mmn6esHpGZhAS","anonymous","EN","1","1","2","81","80","The person is not facing in a direction that would indicate they are intending on crossing the road.","","","","1","60","69","1","","70","3","","11"
"2023-11-20 10:23:47","2023-11-20 10:27:03","0","100","195","1","2023-11-20 10:27:03","R_OEceEvWF1i2OfxT","anonymous","EN","1","1","2","76","65","I feel like it may difficult for the car to decide what the pedestrian is doing and therefor may not know what to do.","","","","1","77","19","2","","47","4","","11"
"2023-11-20 10:24:48","2023-11-20 10:27:16","0","100","148","1","2023-11-20 10:27:17","R_2ZIDkU16kIjPVhC","anonymous","EN","1","1","2","64","58","The guy is facing away so it doesn't look like he would cross, but the AI cannot measure the guys intent if he suddenly wants to cross","","","","1","81","82","2","","30","4","","12"
"2023-11-20 10:24:44","2023-11-20 10:27:24","0","100","159","1","2023-11-20 10:27:25","R_23ZEB1K3Iysjahd","anonymous","EN","1","1","2","","","","20","82","People can change their minds quickly so I don't know if the AI can judge if the person is crossing the street. I do believe safety checks are in place for these situations. ","1","54","48","1","","43","1","","13"
"2023-11-20 10:24:51","2023-11-20 10:27:34","0","100","163","1","2023-11-20 10:27:35","R_2ZNz3YZxQJISfUw","anonymous","EN","1","1","2","32","71","I believe the car will take the safest action and won't assume the person is or isn't crossing the road. I also don't think the AI is able to notice the person is lookin at their phone","","","","1","59","61","1","","38","3","","13"
"2023-11-20 10:23:45","2023-11-20 10:27:42","0","100","237","1","2023-11-20 10:27:43","R_YVqAfV9jIOqRI6B","anonymous","EN","1","1","2","10","20","I know if that was me on the phone, I could spin and start walking across the street in a nano-second. if I had a reason, I might even start running.","","","","1","85","85","2","","76","5","","14"
"2023-11-20 10:26:06","2023-11-20 10:27:51","0","100","105","1","2023-11-20 10:27:52","R_3exaj89QppTpoyd","anonymous","EN","1","1","2","84","86","They were able to point out and identify what each object was. This means they are able to keep an “eye” on everything and make sure nothing happens. ","","","","1","79","53","2","","27","3","","12"
"2023-11-20 10:22:36","2023-11-20 10:27:55","0","100","318","1","2023-11-20 10:27:55","R_11aLyXZVUR9TMih","anonymous","EN","1","1","2","","","","30","70","Based on the location of the outline of the pedestrian, I am surprised the vehicle AI does not think they intend to cross the street. The pedestrian's proximity to the road would lead most humans to believe they were waiting to cross or will cross in the future. However, I believe self driving vehicle systems tend to operate conservatively with regards to safety, so I still feel fairly confident it would take the appropriate course of action to protect the pedestrian.","1","86","51","1","","33","3","","10"
"2023-11-20 10:25:52","2023-11-20 10:27:56","0","100","124","1","2023-11-20 10:27:56","R_1f2YaDpCiM8jzOD","anonymous","EN","1","1","2","","","","20","45","I don't know that it can detect someone's intentions therefore how will it know what to predict a pedestrian is going to do","1","60","51","2","","42","4","","11"
"2023-11-20 10:25:51","2023-11-20 10:28:01","0","100","130","1","2023-11-20 10:28:02","R_3DcqPnaPoejVJoV","anonymous","EN","1","1","2","","","","28","56","I can’t tell if it understands what the person will decide about crossing the road. I mostly feel like they could stop if they saw a pedestrian but since it is new technology, I am unsure. ","1","66","23","2","","23","4","","11"
"2023-11-20 10:26:33","2023-11-20 10:28:06","0","100","92","1","2023-11-20 10:28:06","R_32JjbngbpuqY0OG","anonymous","EN","1","1","2","","","","40","50","i have reservations about the safety of self driving cars and their ability to detect people","1","50","50","2","","38","1","","15"
"2023-11-20 10:24:23","2023-11-20 10:28:27","0","100","243","1","2023-11-20 10:28:28","R_3FUsiCiI4fN46Wc","anonymous","EN","1","1","2","31","71","While I'm sure it can recognize a person, I'm not sure it can anticipate the person's next actions, so I hope it would behave as if it expected the person to cross the road.","","","","1","58","60","2","","65","3","","12"
"2023-11-20 10:24:58","2023-11-20 10:28:30","0","100","212","1","2023-11-20 10:28:31","R_25QkFx9xdhRxXcw","anonymous","EN","1","1","2","","","","20","70","There is some uncertainty as if the person will cross the road as they are at the edge of the street.  If this is hard for a human it would be hard for an AI.  As for doing the right thing I think it would slow down and watch for the pedestrian but there is a chance it may not.","1","60","40","1","","41","4","","13"
"2023-11-20 10:23:51","2023-11-20 10:28:49","0","100","297","1","2023-11-20 10:28:49","R_2wacZl8jnnqEx83","anonymous","EN","1","1","2","","","","20","35","The pedestrian is past the edge of the street, in the crosswalk.  I think, given the data above, that the AI believes that the pedestrian will cross the street.","1","55","35","1","","59","4","","15"
"2023-11-20 10:26:29","2023-11-20 10:29:09","0","100","160","1","2023-11-20 10:29:10","R_1OVy7E6lCTEXVaE","anonymous","EN","1","1","2","","","","40","45","I'm not very knowledgable on the inner workings of these types of vehicles so I don't know how far the technology progressed.  I think that it would be difficult for a car's sensors to determine if a person was just standing at the edge of the road waiting for an uber or waiting to cross in the crosswalk.","1","60","45","1","","43","3","","14"
"2023-11-20 10:24:59","2023-11-20 10:29:11","0","100","251","1","2023-11-20 10:29:11","R_2YEbfndgLt2IGqh","anonymous","EN","1","1","2","","","","30","37","I am not sure what in the image indicates that the car can recognize where the person will go. It does not seem to indicate a direction they are walking. They could be leaving the street or entering the crosswalk to cross. It shows the person in the crosswalk but does not show if they are moving or in what direction. The pedestrian is already in the road based on the images so why does it think they will not cross?","1","56","62","1","","42","6","","11"
"2023-11-20 10:24:31","2023-11-20 10:29:16","0","100","285","1","2023-11-20 10:29:17","R_2tyCeSb0caCuknc","anonymous","EN","1","1","2","70","60","The AI can see that the pedestrian is not facing the opposite side of the street. However, AI may not be able to react quickly if the pedestrian makes sudden movements to cross the street.","","","","1","70","70","2","","38","3","","13"
"2023-11-20 10:26:43","2023-11-20 10:29:24","0","100","161","1","2023-11-20 10:29:24","R_sCj6oBXxMMcwOqJ","anonymous","EN","1","1","2","","","","19","45","The detection system is not sophisticated enough to make this system reliable","1","79","57","1","","60","4","","10"
"2023-11-20 10:27:23","2023-11-20 10:29:40","0","100","136","1","2023-11-20 10:29:40","R_2aUK4O10ptlZPoU","anonymous","EN","1","1","2","","","","0","70","I think it will weight the pedestrians potential to cross the road and make a decision based on that. If they are stopped and not in motion then the car will behave appropriately.","1","100","100","1","","29","1","","12"
"2023-11-20 10:26:33","2023-11-20 10:29:42","0","100","188","1","2023-11-20 10:29:42","R_2E5n1DNBVgBhSWT","anonymous","EN","1","1","2","0","0","Ive seen those things kill a person and would never want to be around one","","","","1","100","100","1","","58","2","","1"
"2023-11-20 10:23:56","2023-11-20 10:29:44","0","100","347","1","2023-11-20 10:29:44","R_1qg1GJ36Psod0d4","anonymous","EN","1","1","2","","","","31","34","I think that the AI thinks that the person will not cross the street because they aren't in the crosswalk.  I think the person still may cross the road.  I don't think that the AI will understand that nuance and will not act appropriately.","1","71","17","2","","58","1","","13"
"2023-11-20 10:23:05","2023-11-20 10:29:51","0","100","405","1","2023-11-20 10:29:51","R_2SuFxVPVGt4MLqo","anonymous","EN","1","1","2","","","","81","85","The person is not near the crosswalk, so I think the software would be able to properly detect this based on the outline","1","30","10","2","","32","3","","13"
"2023-11-20 10:25:11","2023-11-20 10:29:57","0","100","285","1","2023-11-20 10:29:57","R_1nTM7O6YN1iWS2N","anonymous","EN","1","1","2","85","90","According to the image shown, the AI software has noticed the pedestrian, but I do not know if the AI can distinguish which direction the pedestrian is facing.","","","","1","80","60","2","","56","3","","13"
"2023-11-20 10:26:30","2023-11-20 10:29:58","0","100","208","1","2023-11-20 10:29:58","R_2TFAgYkzyQ4vbJr","anonymous","EN","1","1","2","50","70","It's hard to tell what the pedestrian would do just as if it were a human driving. I believe it will drive and pause if the person ends up turning to cross the street.","","","","1","71","70","2","","41","2","","13"
"2023-11-20 10:26:50","2023-11-20 10:30:04","0","100","193","1","2023-11-20 10:30:04","R_2z8aWWSgFu9GYFS","anonymous","EN","1","1","2","77","78","it looks like it can tell by the image.  it can  see the vehicles and the crosswalk so it should see the people too","","","","1","63","53","2","","35","4","","11"
"2023-11-20 10:26:57","2023-11-20 10:30:06","0","100","189","1","2023-11-20 10:30:07","R_1GDmeZyvCWwKDfS","anonymous","EN","1","1","2","","","","8","8","I feel like the AI needs to recognize the orientation of the person in order to make this judgment call, and it is seeing it as a rectangle, so that's not enough information to go by.","1","70","50","2","","46","4","","14"
"2023-11-20 10:28:00","2023-11-20 10:30:10","0","100","129","1","2023-11-20 10:30:11","R_2zpSmm9Ux3cMeJX","anonymous","EN","1","1","2","","","","9","68","I would hope that the car would think the person is beginning to cross and would either stop or swerve to the left to avoid them . ","1","26","16","2","","32","6","","10"
"2023-11-20 10:28:00","2023-11-20 10:30:23","0","100","143","1","2023-11-20 10:30:24","R_1C9mpPsegdl4nAf","anonymous","EN","1","1","2","","","","14","68","With all the cars around and the visibility of the sidewalk and the person near it is is safe to assume that they are at the crosswalk in order to cross the street.","1","44","3","1","","","1","","11"
"2023-11-20 10:28:09","2023-11-20 10:30:32","0","100","143","1","2023-11-20 10:30:33","R_3CCUN3HWvbv1oW7","anonymous","EN","1","1","2","18","31","i doubt the car can know what the pedestrian is about to do.","","","","1","69","33","2","","43","4","","11"
"2023-11-20 10:28:25","2023-11-20 10:30:35","0","100","130","1","2023-11-20 10:30:36","R_aV7X5VS1uRoCFSp","anonymous","EN","1","1","2","","","","56","55","There is always a possibility of an error. It sees a person. It doesn't see a stop light. The person behaves differently and is itself not a machine","1","16","16","1","","41","1","","14"
"2023-11-20 10:28:38","2023-11-20 10:30:40","0","100","122","1","2023-11-20 10:30:41","R_ZK7EcJe2YRcZvjP","anonymous","EN","1","1","2","81","82","it can detect it perfectly but i do not know its reaction time ","","","","1","81","82","2","","25","4","","13"
"2023-11-20 10:27:35","2023-11-20 10:30:55","0","100","200","1","2023-11-20 10:30:56","R_3qqE2RF0qzCL03a","anonymous","EN","1","1","2","81","92","I think it can detect pedestrians and anything on the road that seems out of place and is moving or not. ","","","","1","79","84","2","","37","3","","14"
"2023-11-20 10:28:30","2023-11-20 10:31:06","0","100","156","1","2023-11-20 10:31:07","R_2TNLqruThUMm67z","anonymous","EN","1","1","2","88","80","The man is facing toward the sidewalk.  So, I feel like he's already crossed the street and doesn't intend to come back.","","","","1","60","84","2","","48","5","","13"
"2023-11-20 10:27:48","2023-11-20 10:31:08","0","100","199","1","2023-11-20 10:31:08","R_2b2gKnpF0SyN8aW","anonymous","EN","1","1","2","","","","0","0","In the picture it looks like the person is somewhat already in the road so I think it might interpret that the person is going to cross the street and stop when it should be going.","1","90","50","1","","31","4","","13"
"2023-11-20 10:28:18","2023-11-20 10:31:10","0","100","172","1","2023-11-20 10:31:11","R_yswwPC5Pf4k1ANr","anonymous","EN","1","1","2","","","","0","1","I don't see how software would be able to figure if someone is going to stay put","1","0","0","2","","43","4","","12"
"2023-11-20 10:21:17","2023-11-20 10:31:14","0","100","596","1","2023-11-20 10:31:14","R_3g6odDy6Gue1xga","anonymous","EN","1","1","2","","","","87","84","I feel that the vision system is very thorough. I don't see how it can be threatening to use such vehicles.","1","62","11","4","","31","3","","15"
"2023-11-20 10:23:29","2023-11-20 10:31:15","0","100","465","1","2023-11-20 10:31:16","R_3CZSmsvSv8oIFQI","anonymous","EN","1","1","2","","","","50","72","I can't be sure that the AI was sure the pedestrian was not going to cross the road.  In a situation, one must be extra careful and be positive that the pedestrian will not cross the street.","1","71","0","2","","79","3","","12"
"2023-11-20 10:29:48","2023-11-20 10:31:17","0","100","89","1","2023-11-20 10:31:18","R_tWocRU1Lzfj1tLz","anonymous","EN","1","1","2","","","","1","66","i dont know how well the car detects people so their is a chance that it could miss the pedestiran in the road","1","72","71","1","","43","4","","12"
"2023-11-20 10:29:01","2023-11-20 10:31:37","0","100","156","1","2023-11-20 10:31:38","R_WlEATYw0euqbCbT","anonymous","EN","1","1","2","","","","0","10","There is no relationship about how pedestrain will cross the street or any prediction on such senario.","1","50","50","1","","35","5","","10"
"2023-11-20 10:26:18","2023-11-20 10:31:39","0","100","320","1","2023-11-20 10:31:39","R_3n7PnGKP7MIm2gF","anonymous","EN","1","1","2","70","50","It looks like will not cross, but he could at any time. AI identifying things doesn't ensure that its response will be correct.","","","","1","50","39","4","","71","3","","10"
"2023-11-20 10:29:14","2023-11-20 10:31:40","0","100","145","1","2023-11-20 10:31:41","R_1rq7PdmobXURXfm","anonymous","EN","1","1","2","","","","89","96","It doesn’t show the vector of the motion. It should also show the direction of the movement which I don’t see here. ","1","64","77","2","","31","6","","16"
"2023-11-20 10:28:22","2023-11-20 10:31:42","0","100","199","1","2023-11-20 10:31:42","R_3FVYOJE09pKe6GF","anonymous","EN","1","1","2","","","","70","85","I believe the AI would think that the pedestrian is not trying to cross the road because of the large volume of cars on the street.  I think the AI would assume that the pedestrian would wait until the road is clear before attempting to cross it.  I believe the AI would behave appropriately based on its assessment.","1","60","15","1","","46","4","","12"
"2023-11-20 10:29:35","2023-11-20 10:31:42","0","100","127","1","2023-11-20 10:31:43","R_2sNI0CwHOMbmaqd","anonymous","EN","1","1","2","","","","13","50","Machines are not intuitive. They can not read body language or facial expressions and guess intent. It might do the wrong thing. ","1","58","16","1","","33","3","","12"
"2023-11-20 10:27:25","2023-11-20 10:31:46","0","100","261","1","2023-11-20 10:31:47","R_24boKLMdWRyyAz7","anonymous","EN","1","1","2","","","","5","75","I think the AI can sense there is a person at the side of the road but I don't believe it can reason those person's intentions. I do believe the AI will behave as it's programmed to behave around all pedestrians.","1","70","25","2","","60","4","","12"
"2023-11-20 10:26:46","2023-11-20 10:31:50","0","100","303","1","2023-11-20 10:31:50","R_3MxMI8IknoZ461v","anonymous","EN","1","1","2","60","60","It seems like it can go either way and I don't feel confident one way or the other","","","","1","51","51","1","","30","3","","12"
"2023-11-20 10:25:46","2023-11-20 10:31:51","0","100","364","1","2023-11-20 10:31:52","R_1OQbaFiO2P48V2q","anonymous","EN","1","1","2","","","","71","6","I just do not trust AI and i definitely do not trust it eou","1","65","38","2","","50","4","","9"
"2023-11-20 10:31:37","2023-11-20 10:31:58","0","100","20","1","2023-11-20 10:31:58","R_2ALPOi6puwUimWK","anonymous","EN","1","1","1","","","","","","","","","","","","","","",""
"2023-11-20 10:24:52","2023-11-20 10:32:04","0","100","432","1","2023-11-20 10:32:05","R_eVwpjDLNj1gb0jv","anonymous","EN","1","1","2","20","60","Since its a machine/A.I program,  I can't say with 100 percent certainty that it will react correctly when analyzing the movement of pedestrians.  In other words, I wouldn't trust it to the same extent that I would trust a human controlling the vehicle.  ","","","","1","100","90","1","","37","4","","15"
"2023-11-20 10:24:22","2023-11-20 10:32:12","0","100","470","1","2023-11-20 10:32:13","R_2e8bJkY87oIz4mp","anonymous","EN","1","1","2","35","25","There has already in the past shown to be incidents where the automated (AL) driven cars do not see the pedestrians and accidents have taken place.","","","","1","45","20","2","","64","1","","13"
"2023-11-20 10:29:53","2023-11-20 10:32:15","0","100","141","1","2023-11-20 10:32:16","R_3MmWpr5OdJX35Q9","anonymous","EN","1","1","2","","","","30","40","I believe the person is standing in a location where the automous vehicle will believe they are trying to cross the street because they are standing right by the crosswalk.","1","20","5","2","","22","4","","11"
"2023-11-20 10:31:56","2023-11-20 10:32:15","0","100","19","1","2023-11-20 10:32:16","R_3hDvIJhAQ0oIpoS","anonymous","EN","1","1","1","","","","","","","","","","","","","","",""
"2023-11-20 10:29:55","2023-11-20 10:32:30","0","100","154","1","2023-11-20 10:32:30","R_2dT4PF1jdpyYHdi","anonymous","EN","1","1","2","","","","21","29","With this single frame, it is impossible to tell if the person is beginning to cross the street or has just crossed the street. ","1","92","68","2","","27","5","","13"
"2023-11-20 10:30:00","2023-11-20 10:32:53","0","100","172","1","2023-11-20 10:32:53","R_ZmkaJk0PYjxTxex","anonymous","EN","1","1","2","","","","100","90","I think it would be very accurate but accidents happen","1","68","73","2","","37","3","","12"
"2023-11-20 10:29:38","2023-11-20 10:33:00","0","100","202","1","2023-11-20 10:33:00","R_rpRtAOt6bpLGe09","anonymous","EN","1","1","2","80","50","If the software can detect that the figure is a pedestrian, I think it can tell that it's facing away from the street and not looking up. But if the person suddenly decides to cross the road, I'm not sure if the software will react in time. ","","","","1","60","20","2","","41","4","","12"
"2023-11-20 10:31:12","2023-11-20 10:33:00","0","100","108","1","2023-11-20 10:33:01","R_3mftqzRTpdDxnr3","anonymous","EN","1","1","2","","","","32","28","i think it can do a good job most of the time but a human is better detector when the human is paying attention","1","68","68","1","","33","5","","12"
"2023-11-20 10:29:20","2023-11-20 10:33:09","0","100","229","1","2023-11-20 10:33:10","R_2VC47nDZeiOHPiA","anonymous","EN","1","1","2","80","40","The vehicle would probably not be able to determine that the pedestrian did not intend to cross the street.","","","","1","70","10","1","","67","3","","13"
"2023-11-20 10:31:19","2023-11-20 10:33:11","0","100","111","1","2023-11-20 10:33:11","R_3iJqoiyQII72YUy","anonymous","EN","1","1","2","","","","18","38","The yellow person on the edge of the street is hard to tell whether they will cross the crosswalk or not.","1","58","29","2","","25","4","","13"
"2023-11-20 10:30:16","2023-11-20 10:33:12","0","100","175","1","2023-11-20 10:33:12","R_7Qxc6LgGeNWswVj","anonymous","EN","1","1","2","65","70","I think that the pedestrian looking the opposite way makes me think there is probably something in the AI that tells it the probability of that person crossing is low and of course has the means to stop should that pedestrian decide to walk across - there is a fail safe of some sort.","","","","1","70","70","2","","39","5","","14"
"2023-11-20 10:30:25","2023-11-20 10:33:12","0","100","166","1","2023-11-20 10:33:13","R_bKQAi5yz1JRGywp","anonymous","EN","1","1","2","","","","39","50","I just don't totally know whether it knows these things but given the gravity of a potential error in this case I put it 50/50 or less because it would be drastic if the self driving car didn't correctly deal with the pedestrian. ","1","66","22","1","","26","4","","12"
"2023-11-20 10:30:51","2023-11-20 10:33:20","0","100","149","1","2023-11-20 10:33:21","R_3sAlA7C0XxJxUTx","anonymous","EN","1","1","2","40","40","I think it's promising the AI can detect the person is there, but I would feel nervous putting my full trust that the car wouldn't hit the person.","","","","1","65","30","2","","27","4","","11"
"2023-11-20 10:30:49","2023-11-20 10:33:35","0","100","165","1","2023-11-20 10:33:35","R_2Vwq9iCRk8bxx1j","anonymous","EN","1","1","2","28","40","It seems nearly impossible for an AI to determine if a person itends to cross the road or not. I myself cant even judge that and the best bet is to stop and see. I can not imagine a computer could predict what actions the person is going to perform next. ","","","","1","36","3","2","","49","1","","12"
"2023-11-20 10:30:43","2023-11-20 10:33:49","0","100","185","1","2023-11-20 10:33:49","R_3qs3WqfPTQIBbdh","anonymous","EN","1","1","2","","","","0","20","An AI would have trouble with intent of an independent person.","1","70","60","1","","66","5","","10"
"2023-11-20 10:31:52","2023-11-20 10:34:00","0","100","128","1","2023-11-20 10:34:01","R_2wN388qhpXDNniu","anonymous","EN","1","1","2","","","","75","80","I believe the AI is smart enough to understand the situation.","1","100","75","1","","25","3","","12"
"2023-11-20 10:30:57","2023-11-20 10:34:06","0","100","188","1","2023-11-20 10:34:06","R_2Y8IQ9TTcBCc19S","anonymous","EN","1","1","2","24","63","I think that a person can change their minds and/or simply be distracted before intending to cross, and the car can act appropriately","","","","1","50","38","1","","35","5","","11"
"2023-11-20 10:31:04","2023-11-20 10:34:07","0","100","183","1","2023-11-20 10:34:08","R_vw2ePMKuewVY0dH","anonymous","EN","1","1","2","8","15","I don't think AI can tell if a person is going to cross or not. It seems like a sophisticated decision making that only human can process.","","","","1","10","9","2","","39","4","","10"
"2023-11-20 10:29:50","2023-11-20 10:34:20","0","100","270","1","2023-11-20 10:34:21","R_2ru73ETyZUirvHZ","anonymous","EN","1","1","2","","","","50","0","i would never trust AI software in this kind of situation","1","50","5","1","","68","1","","14"
"2023-11-20 10:29:48","2023-11-20 10:34:30","0","100","282","1","2023-11-20 10:34:31","R_Ol4gwO6FJt9euUV","anonymous","EN","1","1","2","","","","9","50","Since the person is at the edge of the street, I would guess that the vehicle could NOT detect that the person does not intend to cross the street, so it may behave more cautiously than needed - this why I put my trust at 50%.","1","50","16","2","","46","4","","10"
"2023-11-20 10:32:44","2023-11-20 10:34:36","0","100","111","1","2023-11-20 10:34:36","R_1CmxflbMRKzi1aa","anonymous","EN","1","1","2","23","32","I don't trust AI to recognize people. It's probably going to kill that person.","","","","1","73","66","1","","33","3","","14"
"2023-11-20 10:30:47","2023-11-20 10:34:44","0","100","237","1","2023-11-20 10:34:45","R_3QWyAUgSoYENaP3","anonymous","EN","1","1","2","","","","60","40","I believe the vehicle will not be able to determine what the pedestrian will do with 100% accuracy making it an unsafe situation ","1","20","0","1","","57","1","","11"
"2023-11-20 10:30:46","2023-11-20 10:34:46","0","100","240","1","2023-11-20 10:34:47","R_2fuDCfZddttFgsR","anonymous","EN","1","1","2","","","","20","54","I don't think the AI can know intention, but would err on the side of caution.","1","22","7","2","","42","3","","13"
"2023-11-20 10:32:44","2023-11-20 10:34:50","0","100","125","1","2023-11-20 10:34:51","R_yxSrEhXKbgpiZUZ","anonymous","EN","1","1","2","","","","9","31","The self driving vehicle doesn't seem to be stopped.","1","57","0","2","","34","4","","14"
"2023-11-20 10:28:29","2023-11-20 10:34:53","0","100","384","1","2023-11-20 10:34:54","R_2rZ4mTJs08LOC9G","anonymous","EN","1","1","2","71","60","It seems to have enough awareness to know what is around it. I would assume it would proceed with caution because people can be unpredictible, but it might be able to discern body language reasonably well.","","","","1","64","51","2","","37","4","","9"
"2023-11-20 10:33:19","2023-11-20 10:35:02","0","100","103","1","2023-11-20 10:35:03","R_2WD7XCrE3h0Kz7b","anonymous","EN","1","1","2","68","73","I trust that it will behave appropriately around pedestrians like the one in the image.","","","","1","65","77","2","","57","5","","10"
"2023-11-20 10:30:59","2023-11-20 10:35:12","0","100","253","1","2023-11-20 10:35:12","R_1CBL6wG9lePGt7o","anonymous","EN","1","1","2","","","","0","50","Its obvous and easy to predict the human will cross, shouldnt be an issue for ai","1","59","50","1","","39","2","","16"
"2023-11-20 10:29:00","2023-11-20 10:35:13","0","100","373","1","2023-11-20 10:35:14","R_3hFUVCxBpjmGWjZ","anonymous","EN","1","1","2","70","70","The pedestrian is not on the crossing and is close enough to the sidewalk where the car's AI would assume they are not crossing.","","","","1","96","97","2","","18","1","","12"
"2023-11-20 10:30:48","2023-11-20 10:35:25","0","100","276","1","2023-11-20 10:35:26","R_10pZE3j6JvvVUt3","anonymous","EN","1","1","2","82","91","It seems to observe the scene correctly with cars, pedestrians, crosswalk, and the edge of the street properly mapped. Given this accurate data, I think the autonomous vehicle can be relied upon to make the appropriate self-driving decisions.","","","","1","66","62","2","","36","4","","10"
"2023-11-20 10:32:44","2023-11-20 10:35:26","0","100","161","1","2023-11-20 10:35:26","R_2fCglWOpFMiuBqc","anonymous","EN","1","1","2","84","99","it is probably ran simulations quite a bit and just like a human uses its best judgement n those results","","","","1","64","31","2","","44","3","","16"
"2023-11-20 10:33:57","2023-11-20 10:35:43","0","100","106","1","2023-11-20 10:35:44","R_bOVrcpaMPPZCCEV","anonymous","EN","1","1","2","","","","9","14","I worry that it will malfunction and not work properly","1","0","0","2","","40","6","","11"
"2023-11-20 10:26:37","2023-11-20 10:35:44","0","100","547","1","2023-11-20 10:35:45","R_UhaM6bHQ2L7hxuN","anonymous","EN","1","1","2","100","92","The AI should recognize the pedestrian is facing away from the road and therefore not crossing.","","","","1","70","47","1","","51","4","","12"
"2023-11-20 10:32:57","2023-11-20 10:36:04","0","100","187","1","2023-11-20 10:36:05","R_1JQMdwELoreL9om","anonymous","EN","1","1","2","","","","0","76","Nothing is 100% predictable, but it can be ready to act if anything changes","1","78","75","1","","35","4","","10"
"2023-11-20 10:31:13","2023-11-20 10:36:10","0","100","297","1","2023-11-20 10:36:10","R_2md7DH9zDxXJJux","anonymous","EN","1","1","2","80","82","The man is standing at the edge of the street and his back is to the street so I think the AI vehicle would access that this man will not cross the street.","","","","1","10","9","2","","67","4","","12"
"2023-11-20 10:33:19","2023-11-20 10:36:14","0","100","175","1","2023-11-20 10:36:15","R_22ly04ZFO1WVFP5","anonymous","EN","1","1","2","","","","79","53","Technology is smart so I believe in its capacity with pedestrians and cars alike. There would be less accidents also occuring","1","75","61","2","","27","5","","8"
"2023-11-20 10:34:27","2023-11-20 10:36:29","0","100","122","1","2023-11-20 10:36:30","R_1IctDkXIfP6FflY","anonymous","EN","1","1","2","35","25","I simply don't feel that the AI is quick enough to react, if that person decides to step in front of the car. ","","","","1","15","10","1","","39","3","","12"
"2023-11-20 10:33:33","2023-11-20 10:36:44","0","100","190","1","2023-11-20 10:36:45","R_3ReKQJ886X22giW","anonymous","EN","1","1","2","","","","0","0","People are unpredictable and AI can't think. It's bad enough judging human reactions. Letting a machine decide what people might do seems like a bad idea.","1","60","50","2","","53","5","","13"
"2023-11-20 10:29:21","2023-11-20 10:36:50","0","100","448","1","2023-11-20 10:36:51","R_2V8ysjAA7fy841g","anonymous","EN","1","1","2","","","","0","0","the AI is so limited, I don't believe it can read intentions that accurately","1","9","0","2","","52","4","","12"
"2023-11-20 10:35:35","2023-11-20 10:37:05","0","100","89","1","2023-11-20 10:37:06","R_1mrAfndfyGKwb6F","anonymous","EN","1","1","2","","","","59","69","If we trust those who manufacture it, then it should be on the machine.","1","49","16","1","","28","4","","13"
"2023-11-20 10:34:10","2023-11-20 10:37:14","0","100","183","1","2023-11-20 10:37:15","R_YXplgTdDFJqxcvn","anonymous","EN","1","1","2","98","98","I think it would be a lot on the road and maybe not any people crossing the road ","","","","1","100","100","2","","54","4","","10"
"2023-11-20 10:26:41","2023-11-20 10:37:28","0","100","647","1","2023-11-20 10:37:29","R_1GDP6aZucpIIlL7","anonymous","EN","1","1","2","64","77","Everything seems to be labeled correctly and the individual is not facing the street currently to cross","","","","1","22","29","2","","28","5","","11"
"2023-11-20 10:35:14","2023-11-20 10:37:30","0","100","136","1","2023-11-20 10:37:30","R_2ToObfx7U2JVn4f","anonymous","EN","1","1","2","","","","18","49","I feel like i couldnt identify the pedestrians intent from tbe picture, so i didny think AI would be able to either. ","1","70","24","2","","34","4","","14"
"2023-11-20 10:33:40","2023-11-20 10:37:38","0","100","238","1","2023-11-20 10:37:39","R_3EG0j2X6rltKWFH","anonymous","EN","1","1","2","50","50","There is no way from these images to determine what the AI has been trained to understand from the images, nor how it will respond to them.","","","","1","75","70","2","","60","4","","12"
"2023-11-20 10:32:06","2023-11-20 10:37:45","0","100","338","1","2023-11-20 10:37:45","R_3O7xYLeEUSvMXq5","anonymous","EN","1","1","2","","","","65","78","The pedestrial is off the sidewalk and may just be getting into a car. The rate at which the pedestrian is walking can be taken into account as well.","1","83","69","1","","69","5","","11"
"2023-11-20 10:35:47","2023-11-20 10:37:48","0","100","121","1","2023-11-20 10:37:49","R_1hE9WlgMirpe4S5","anonymous","EN","1","1","2","95","96","THe person is facing away from the street like they are going to walk to the sidewalk. The vehicle should behave appropriately because it seems to know what it is looking at.","","","","1","93","96","1","","40","4","","14"
