"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","consent_q","attn_1","attn_2","Present_Capability_1","Present_Trust_1","Present_Why","Absent_Capability_1","Absent_Trust_1","Absent_Why","Faded_Capability_1","Faded_Trust_1","Faded_Why","Adjacent_Capability_1","Adjacent_Trust_1","Adjacent_Why","comp_images","AI_Familiarity_1","Visual_Familiarity_1","gender","gender_5_TEXT","age","education","education_8_TEXT","income"
"2023-12-15 14:25:16","2023-12-15 14:32:40","0","100","444","1","2023-12-15 14:32:40","R_3aOKgDc7LVD9Vf2","anonymous","EN","1","1","2","","","","","","","","","","72","76","From what I see, I feel the AI should be able do detect an object in motion and predict one. The person on the road is backing the road and not showing a signs or motion into the road. I think the AI is aware of that.","1","100","100","1","","22","4","","13"
"2023-12-15 14:25:11","2023-12-15 14:32:55","0","100","464","1","2023-12-15 14:32:56","R_3YoD6O5IdOH0rPb","anonymous","EN","1","1","2","","","","9","83","it already identified different objects, I think it has programmed what to watch next.","","","","","","","1","50","17","2","","43","4","","10"
"2023-12-15 14:30:17","2023-12-15 14:33:00","0","100","162","1","2023-12-15 14:33:00","R_6xJ0l8rpQHqy2Md","anonymous","EN","1","1","2","15","22","I am not sure if an autonomous vehicle would be able to interpret things like body posture and direction to be able to discern if a person is getting closer or further away from them without movement being involved.","","","","","","","","","","1","75","34","1","","32","5","","10"
"2023-12-15 14:27:43","2023-12-15 14:33:00","0","100","317","1","2023-12-15 14:33:00","R_5IMu8YcT3aMVBjr","anonymous","EN","1","1","2","","","","10","20","Seeing the pedestrian only as a box does not give information about the intention at all. If the prompt did not state that the pedestrian is not intending to cross the road, I wouldn't have been able to tell either, just from the boxes. Other information is needed.","","","","","","","1","70","10","2","","36","6","","11"
"2023-12-15 14:27:32","2023-12-15 14:33:11","0","100","339","1","2023-12-15 14:33:12","R_3URiIithw7tpGWB","anonymous","EN","1","1","2","","","","","","","","","","0","50","Since the vehicle sees only a green box, it cannot determine if the pedestrian intends to cross the street or not. In that instance, the vehicle may stop or slow down because of the detection of the person. Therefore, I don't trust what its action will be.","1","90","50","1","","40","3","","10"
"2023-12-15 14:25:38","2023-12-15 14:33:17","0","100","459","1","2023-12-15 14:33:18","R_5JqrZuHDtu8IJAY","anonymous","EN","1","1","2","","","","74","70","the ""reflexes"" of the AI are so much quicker than human, that even if the pedestrian did move toward the vehicle, it would be detected.","","","","","","","1","63","63","2","","39","3","","13"
"2023-12-15 14:28:30","2023-12-15 14:33:24","0","100","293","1","2023-12-15 14:33:24","R_147V0HpWIi3nh8l","anonymous","EN","1","1","2","23","40","I don't know how it could be sure of the pedestrians intentions","","","","","","","","","","1","62","2","2","","65","3","","11"
"2023-12-15 14:31:12","2023-12-15 14:33:29","0","100","136","1","2023-12-15 14:33:30","R_7mrQ5EDJQQWPa1j","anonymous","EN","1","1","2","","","","","","","","","","60","77","The people in the picture are not facing the way across the street. This doesn't mean 100% that they will not cross but only gives an idea. ","1","32","17","2","","42","3","","14"
"2023-12-15 14:29:12","2023-12-15 14:33:35","0","100","262","1","2023-12-15 14:33:35","R_34Iz3p2sLQrKumg","anonymous","EN","1","1","2","","","","65","75","I'm just going to assume that it was tested properly and it should do its ""job"" properly, more or less. Outside of poor design, there's no real reason to think that it'd fail in its task.","","","","","","","1","75","70","1","","40","4","","11"
"2023-12-15 14:28:38","2023-12-15 14:33:40","0","100","301","1","2023-12-15 14:33:40","R_3ruyHYIeX3nwZQB","anonymous","EN","1","1","2","","","","","","","29","74","I think that the AI can predict that there is a pedestrian in the vicinity, but no one (not even a super computer) can predict accurately what the person is going to do (their own decisions). I think the AI system should trigger a slow down warning for the car to make sure the driving is aware of the pedestrian. ""Behaving appropriately"" in my mind means this action should be taken. ","","","","1","67","29","2","","36","4","","10"
"2023-12-15 14:31:30","2023-12-15 14:33:41","0","100","131","1","2023-12-15 14:33:42","R_6HXQtIo0tMonOHq","anonymous","EN","1","1","2","21","20","I don't think AI will effectively predict pedestrian behavior any better than a human would. ","","","","","","","","","","1","70","71","2","","45","4","","10"
"2023-12-15 14:31:52","2023-12-15 14:33:49","0","100","117","1","2023-12-15 14:33:50","R_1mEsoTjWayI7pR0","anonymous","EN","1","1","2","","","","","","","","","","69","64","I would predict that if the pedestrian walked out in traffic the autonomous car would stop.","1","48","50","1","","32","3","","16"
"2023-12-15 14:30:30","2023-12-15 14:34:07","0","100","217","1","2023-12-15 14:34:07","R_7v627ZYgLz7W67U","anonymous","EN","1","1","2","","","","","","","55","35","There are so many situations where humans can make snap judgments that I think AI has a long way to go before it replicate, if ever. Humans also make mistakes, but at present, I don't trust a self-driving car to be able to predict a human's action, change its own course of action if the human does something different, and/or stop in time if the person did decide to cross the street at that given moment.","","","","1","65","10","2","","28","1","","13"
"2023-12-15 14:31:12","2023-12-15 14:34:13","0","100","181","1","2023-12-15 14:34:13","R_6PBNzoCprpBEMvR","anonymous","EN","1","1","2","","","","","","","25","50","If it is built to factor in traffic direction, then it should recognize a pedestrian is unlikely to cross the street with oncoming traffic, but it depends on the algorythm.","","","","1","81","27","1","","50","3","","16"
"2023-12-15 14:30:52","2023-12-15 14:35:06","0","100","253","1","2023-12-15 14:35:06","R_1gIsZntOfOsS4Zr","anonymous","EN","1","1","2","","","","35","65","I don't believe it can really tell what somebody's intentions are, considering how unpredictable humans can be, but considering they're standing at a crosswalk, I'm not sure I can agree that they're not intending to walk across. I do think the car would be quick enough to account for it though and automatically stop short if the person walks in front of it.","","","","","","","1","60","45","1","","34","4","","13"
"2023-12-15 14:32:27","2023-12-15 14:35:11","0","100","164","1","2023-12-15 14:35:12","R_3MNb2zJQv3961bE","anonymous","EN","1","1","2","","","","0","8","I am not sure the image above contains information required for the AI to make those decisions. ","","","","","","","1","59","53","2","","43","6","","9"
"2023-12-15 14:33:35","2023-12-15 14:35:40","0","100","124","1","2023-12-15 14:35:40","R_1DmUCuqqE2DfVbX","anonymous","EN","1","1","2","","","","0","20","I don't think AI can detect intent and I don't trust it to make the safest/best choice.","","","","","","","1","60","20","1","","37","1","","14"
"2023-12-15 14:31:20","2023-12-15 14:35:55","0","100","275","1","2023-12-15 14:35:56","R_6n7cAY5TiTZSNSY","anonymous","EN","1","1","2","","","","","","","40","50","I DONT KNOW IF THE CAR WILL BEHAVE PROPERLY IF A PEDESTRAIN WAS CROSSING THE STREET.","","","","1","50","60","2","","37","2","","12"
"2023-12-15 14:30:29","2023-12-15 14:36:07","0","100","337","1","2023-12-15 14:36:07","R_5EG0h82ONpOwK9l","anonymous","EN","1","1","2","","","","0","0","AI isn't a mind reader! A person standing right at a crosswalk may or may not intend to cross the street, but AI can't *know* their intentions. Not until the person actually starts moving, either into or away from the crosswalk.","","","","","","","1","60","60","2","","69","4","","8"
"2023-12-15 14:29:45","2023-12-15 14:36:35","0","100","409","1","2023-12-15 14:36:35","R_7O9AG6poNN6z6X6","anonymous","EN","1","1","2","","","","","","","82","100","THE CAR CAN SEE THE PEDESTRIAN AND SEE HIM CROSSING THE STREET","","","","1","80","76","2","","48","3","","12"
"2023-12-15 14:32:44","2023-12-15 14:36:43","0","100","239","1","2023-12-15 14:36:44","R_5Bri2jU3EvzdjQg","anonymous","EN","1","1","2","","","","","","","31","61","the ai only reads the position of the person but doesn't seem to tell which direction the pedestrian was looking at. So it might have difficulty decide whether pedestrian wanted to cross or not","","","","1","76","82","2","","33","6","","11"
"2023-12-15 14:35:20","2023-12-15 14:37:36","0","100","135","1","2023-12-15 14:37:36","R_62SEIWtKGkUEfKn","anonymous","EN","1","1","2","","","","","","","54","68","i pedestrian is stopped at the crosswalk and since the car detected the crosswalk if knows the pedestrian is only supposed to walk if the light is green","","","","1","56","21","2","","46","3","","11"
"2023-12-15 14:35:50","2023-12-15 14:37:36","0","100","106","1","2023-12-15 14:37:37","R_5IaAvqqqgtff6GM","anonymous","EN","1","1","2","90","90","The algorithm would detect movement by analyzing the motion of the person it detected.  It would then apply the brakes.","","","","","","","","","","1","75","70","1","","36","4","","12"
"2023-12-15 14:29:21","2023-12-15 14:37:45","0","100","503","1","2023-12-15 14:37:45","R_3LvNOe4XsQ3UGnT","anonymous","EN","1","1","2","93","93","I trust in the software of the vehicle is able to protect pedestrians","","","","","","","","","","1","77","52","1","","35","4","","14"
"2023-12-15 14:32:56","2023-12-15 14:38:08","0","100","311","1","2023-12-15 14:38:08","R_7SfB21v8N5nosKl","anonymous","EN","1","1","2","","","","","","","","","","0","0","The image looks as if they are looking at an address or map deciding which way to go.  With that, they could cross the street.","1","70","0","1","","64","4","","14"
"2023-12-15 14:32:36","2023-12-15 14:38:53","0","100","376","1","2023-12-15 14:38:53","R_6mf6cjQi831DEZ3","anonymous","EN","1","1","2","50","50","Its hard to say what the person may do at any given moment","","","","","","","","","","1","76","34","1","","69","1","","12"
"2023-12-15 14:36:03","2023-12-15 14:39:15","0","100","191","1","2023-12-15 14:39:15","R_35AA8QXuMCED7dn","anonymous","EN","1","1","2","","","","","","","20","10","From my own experience using self driving tech, people are hard to predict and the car gets confused and tends to err on the side of caution","","","","1","80","80","1","","48","3","","10"
"2023-12-15 14:37:49","2023-12-15 14:40:25","0","100","155","1","2023-12-15 14:40:25","R_7CqCwwnfxLYJiMr","anonymous","EN","1","1","2","","","","","","","","","","0","13","The vehicle can not see any directionally nor indication of (i.e. asymmetry of a human being that indicates directions of travel, body positioning indicating intent to move, etc.)","1","44","3","1","","33","3","","16"
"2023-12-15 14:37:28","2023-12-15 14:40:56","0","100","207","1","2023-12-15 14:40:56","R_6bJEr72qulg5tKS","anonymous","EN","1","1","2","","","","","","","0","60","No intelligence can predict whether someone will dash into the road or not. While one may ""assume"" that a person wouldn't dash into the road that ""assumption"" can be and likely will be incorrect. ","","","","1","80","64","1","","66","3","","12"
"2023-12-15 14:38:07","2023-12-15 14:41:41","0","100","213","1","2023-12-15 14:41:41","R_7CabE5WZ0ovnSLo","anonymous","EN","1","1","2","70","86","It seems to be able to detect people and their positions and can likely make assumptions about behavior that are usually right, but in the end you never know what a person is really going to do that might ""throw a wrench"" in AI programming or judgment.","","","","","","","","","","1","55","55","1","","36","3","","15"
"2023-12-15 14:30:46","2023-12-15 14:41:56","0","100","669","1","2023-12-15 14:41:56","R_5O2PoQmVotUiWR8","anonymous","EN","1","1","2","28","30","I think the AI software, do not have the ability to directly observe the situation or interpret real-time data.","","","","","","","","","","1","61","55","2","","23","4","","9"
"2023-12-15 14:39:23","2023-12-15 14:42:09","0","100","165","1","2023-12-15 14:42:09","R_7S3IcVgHRhQjF6x","anonymous","EN","1","1","2","","","","","","","","","","19","30","It will likely think that the ped wants to cross the street and will stop.","1","83","51","2","","60","5","","11"
"2023-12-15 14:40:23","2023-12-15 14:42:49","0","100","145","1","2023-12-15 14:42:50","R_3EGDB2t1swhg7v9","anonymous","EN","1","1","2","","","","","","","22","79","I don't think that a machine nor a human can determine a pedestrians intentions, but I do trust that it the vehicle will behave as well as a person would.","","","","1","56","27","1","","43","5","","10"
"2023-12-15 14:42:25","2023-12-15 14:43:16","0","100","51","1","2023-12-15 14:43:17","R_74oBWWdR6cMKrLI","anonymous","EN","1","1","1","","","","","","","","","","","","","","","","","","","","",""
"2023-12-15 14:37:25","2023-12-15 14:43:21","0","100","355","1","2023-12-15 14:43:22","R_57OkT9N0vdLPWdW","anonymous","EN","1","1","2","38","40","The boxes do not make distinctions of the pedestrian's intent, and the pedestrian is close enough to the crosswalk to be ambiguous.","","","","","","","","","","1","50","17","2","","","4","","14"
"2023-12-15 14:42:21","2023-12-15 14:43:33","0","100","71","1","2023-12-15 14:43:33","R_6ANoVbmZuhJuXfP","anonymous","EN","1","1","2","","","","","","","","","","24","35","It has limited range of sight and cant predict what someone might do.","1","70","64","1","","24","4","","10"
"2023-12-15 14:36:05","2023-12-15 14:43:34","0","100","449","1","2023-12-15 14:43:34","R_3qNAT1iEteAZR5w","anonymous","EN","1","1","2","","","","","","","","","","78","75","I wouldn't total trust what the AI software sees because a human can be unpredictable sometimes so the AI software can be at fault","1","60","50","1","","60","4","","1"
"2023-12-15 14:36:18","2023-12-15 14:43:36","0","100","437","1","2023-12-15 14:43:36","R_7YnN3VR3gTcH7mC","anonymous","EN","1","1","2","","","","0","0","It doesn't have sentience so how can it tell when a person is going to do something?","","","","","","","1","67","5","2","","40","5","","13"
"2023-12-15 14:41:28","2023-12-15 14:43:37","0","100","128","1","2023-12-15 14:43:37","R_3R9IY9mMR9wSxPU","anonymous","EN","1","1","2","","","","0","15","The car would not really be able to tell where the person is going to go, even if that person is moving at the time.","","","","","","","1","70","50","1","","39","1","","13"
"2023-12-15 14:38:37","2023-12-15 14:44:00","0","100","322","1","2023-12-15 14:44:01","R_7FMbtDMX24Soa8k","anonymous","EN","1","1","2","","","","50","73","I'm not sure how it can detect that the person is going to cross or not. The person could still run out into traffic. I assume that it's programmed to watch out for pedestrians","","","","","","","1","82","60","2","","53","4","","12"
"2023-12-15 14:42:40","2023-12-15 14:46:06","0","100","205","1","2023-12-15 14:46:06","R_6NRmN3vvboY33Gr","anonymous","EN","1","1","2","21","17","The pedestrian isn't facing the street to cross it, but he may turn and do so. The AI has no way of knowing his intention.","","","","","","","","","","1","10","0","2","","67","5","","11"
"2023-12-15 14:44:11","2023-12-15 14:46:20","0","100","128","1","2023-12-15 14:46:20","R_5wn2qmBfZbNVnLr","anonymous","EN","1","1","2","","","","70","31","The AI car can detect the pedestrian however may not be able to determine the ability of the person crossing the street","","","","","","","1","79","67","1","","27","5","","15"
"2023-12-15 14:44:51","2023-12-15 14:46:51","0","100","119","1","2023-12-15 14:46:52","R_7HIgSqbuWVjHnZD","anonymous","EN","1","1","2","","","","","","","10","22","I don't think the car can tell which way the person is facing. Therefore if the person was trying to cross the road the car might not think that they are, so there could be an accident.","","","","1","63","35","2","","30","4","","11"
"2023-12-15 14:45:23","2023-12-15 14:47:07","0","100","103","1","2023-12-15 14:47:07","R_1dVZqIDjllOgDb4","anonymous","EN","1","1","2","70","70","Just because it can identify a person does not mean I can trust the software to make the right decisions. I would need to see it in action. ","","","","","","","","","","1","70","50","1","","32","4","","10"
"2023-12-15 14:45:25","2023-12-15 14:47:30","0","100","124","1","2023-12-15 14:47:31","R_7KT2hq2AbYrzXya","anonymous","EN","1","1","2","82","91","This statement are very correct fully in current situation.","","","","","","","","","","1","99","83","1","","50","4","","12"
"2023-12-15 14:44:50","2023-12-15 14:48:37","0","100","227","1","2023-12-15 14:48:37","R_3PoBQuBD4vumPea","anonymous","EN","1","1","2","","","","","","","","","","0","20","I don't believe a self driving car would know whether or not a human was crossing in front of them. It does show the crosswalk so it would probably slow down though.","1","51","10","2","","53","3","","13"
"2023-12-15 14:42:06","2023-12-15 14:48:50","0","100","403","1","2023-12-15 14:48:50","R_70MYnGmiiBbX8CU","anonymous","EN","1","1","2","","","","","","","0","40","All the vehicle can see is that there is a person, but it does not seem to be able to tell whether they are going to cross the street or not, so I don't trust it to do the right thing.","","","","1","64","55","2","","28","4","","14"
"2023-12-15 14:42:39","2023-12-15 14:50:12","0","100","452","1","2023-12-15 14:50:12","R_5Olet5jrYfDtUHf","anonymous","EN","1","1","2","","","","10","63","A computer cannot read the mind of a human. Therefore it does not know the person's intention to cross the road, or not cross.","","","","","","","1","23","0","1","","45","5","","10"
"2023-12-15 14:47:10","2023-12-15 14:50:18","0","100","188","1","2023-12-15 14:50:19","R_5rx7fxRdZmQ3w2w","anonymous","EN","1","1","2","","","","23","62","It cannot tell the intent of the pedestrain any more than I could before being told that the pedestrian did not intend to cross the road. It has all the informationt o tell it where the pedestrian is, not what the pedestrian will do. It is my hope that it has been programmed to behave appropriately without knowing whether or not the pedestrian intends to cross.","","","","","","","1","63","43","2","","32","4","","12"
"2023-12-15 14:48:52","2023-12-15 14:51:18","0","100","145","1","2023-12-15 14:51:19","R_7iXaRdjAr3CbLsd","anonymous","EN","1","1","2","","","","","","","","","","0","0","I believe self-driving cars are extremely dangerous and they cannot predict if a person is about to walk across the street. They also cannot accurately see how close a building is to the street.","1","3","0","2","","32","4","","11"
"2023-12-15 14:47:17","2023-12-15 14:51:53","0","100","275","1","2023-12-15 14:51:54","R_1IgcAgvuTvru8xX","anonymous","EN","1","1","2","","","","","","","","","","1","80","There is no way for AI to know if the pedestrian intends to cross the street from the above data. On the other side it may be good as the car would stop just to make sure.","1","31","30","1","","36","1","","10"
"2023-12-15 14:47:27","2023-12-15 14:52:09","0","100","281","1","2023-12-15 14:52:09","R_32WRySWpMRXdLuZ","anonymous","EN","1","1","2","","","","","","","","","","0","0","it only sees the pedestrian, not the direction the pedestrian is facing","1","71","29","1","","71","6","","10"
"2023-12-15 14:48:35","2023-12-15 14:52:46","0","100","251","1","2023-12-15 14:52:47","R_3stgR8hknZYFN8R","anonymous","EN","1","1","2","","","","30","100","It should be able to at least sense that there is a person near by. The car should then slow down and making beeping sounds. It is hard to tell whether the person will cross or not because they are already on the crosswalk and not on the edge of the street.","","","","","","","1","54","50","2","","32","4","","14"
"2023-12-15 14:48:37","2023-12-15 14:52:54","0","100","257","1","2023-12-15 14:52:55","R_5pxtzgLqvSSjX4k","anonymous","EN","1","1","2","","","","","","","30","29","I don't know if the AI knows which way the person is facing and therefore cannot know the intent of that person","","","","1","60","10","1","","70","3","","14"
"2023-12-15 14:49:44","2023-12-15 14:53:37","0","100","233","1","2023-12-15 14:53:37","R_7IW5CwGPerCR0Dn","anonymous","EN","1","1","2","99","50","Being that I do not know how the AI is programmed, I have no idea how it will react or behave given the presence of a pedestrian. I do not know if it can distinguish between a person want to cross a street or not. ","","","","","","","","","","1","75","50","1","","52","5","","9"
"2023-12-15 14:49:52","2023-12-15 14:53:51","0","100","238","1","2023-12-15 14:53:51","R_6wVcx46wOK07MpH","anonymous","EN","1","1","2","","","","","","","50","31","Pedestrian movement is never likely predictable with accuracy","","","","1","49","34","2","","77","4","","12"
"2023-12-15 14:52:06","2023-12-15 14:54:42","0","100","155","1","2023-12-15 14:54:42","R_5p08H4RiqWqSqjy","anonymous","EN","1","1","2","","","","18","50","evven to me it looks like the human might cross. especially at a crosswalk.","","","","","","","1","81","18","2","","37","3","","13"
"2023-12-15 14:52:36","2023-12-15 14:54:46","0","100","130","1","2023-12-15 14:54:46","R_194drYwIo6VZjVF","anonymous","EN","1","1","2","","","","","","","","","","30","60","I think that since it can see at least one person in the crosswalk, it would anticipate that the person would cross. ","1","56","2","2","","33","4","","12"
"2023-12-15 14:52:30","2023-12-15 14:55:20","0","100","169","1","2023-12-15 14:55:20","R_7TAj1khfLqZUKIK","anonymous","EN","1","1","2","","","","","","","","","","0","52","How can the car know what is in the person's mind? It doesn't know if they will suddenly stop what they are doing, turn and cross the road.","1","79","0","1","","47","3","","16"
"2023-12-15 14:52:43","2023-12-15 14:55:21","0","100","157","1","2023-12-15 14:55:21","R_1EKeRfo3g1C3fc4","anonymous","EN","1","1","2","","","","88","77","The car should slow and watch for people at a crosswalk.  There is a person in the crosswalk.","","","","","","","1","68","36","1","","44","4","","10"
"2023-12-15 14:40:42","2023-12-15 14:55:55","0","100","912","1","2023-12-15 14:55:55","R_3d5Y8jEheFRVglz","anonymous","EN","1","1","2","55","88","The vehicle is likely to have a very slight ability to detect if the person is likely to cross the road based on where the person is standing and what direction they are facing. The vehicle cannot however, truly know the pedestrian's intentions so I can only say that the ability is very slight.   Since the vehicle's software has accurately mapped out the pedestrian in this scenario,  I believe that the software is also likely programmed to be very cautious around people. I think it will not take any chances when it detects pedestrians and will yield to pedestrians. ","","","","","","","","","","1","65","48","2","","44","4","","11"
"2023-12-15 14:53:39","2023-12-15 14:56:00","0","100","140","1","2023-12-15 14:56:01","R_1QYWilS9K9XKjS1","anonymous","EN","1","1","2","77","65","I don't think an AI in a car would be a good idea but if it were manageable yeah I think it could detect these things","","","","","","","","","","1","69","69","2","","25","1","","14"
"2023-12-15 14:53:16","2023-12-15 14:56:37","0","100","200","1","2023-12-15 14:56:37","R_3JzCQvY1ODB6fVT","anonymous","EN","1","1","2","","","","35","15","I don't know how it could tell whether or not the person intends to cross. To me it seems like they are almost in the road.","","","","","","","1","29","10","2","","29","2","","13"
"2023-12-15 14:53:03","2023-12-15 14:56:58","0","100","235","1","2023-12-15 14:56:59","R_36xirQwaiiXyHRv","anonymous","EN","1","1","2","","","","","","","29","70","If it can sense the motion of the pedestrian is moving into traffic, it should slow down.","","","","1","70","0","1","","37","1","","14"
"2023-12-15 14:55:07","2023-12-15 14:57:43","0","100","155","1","2023-12-15 14:57:44","R_7vHgnTkt8KRk5cl","anonymous","EN","1","1","2","","","","","","","15","18","AI is inept. Self driving cars are a long ways away. Even putting aside my bias, there is no reason to indicate that it can behave appropriately or indeed function at all aside from putting things in boxes. I do not trust its perceptions or its capabilities.","","","","1","77","37","1","","37","3","","16"
"2023-12-15 14:55:17","2023-12-15 14:57:57","0","100","159","1","2023-12-15 14:57:58","R_5da0lnMRwarRqjT","anonymous","EN","1","1","2","","","","","","","","","","20","10","Given that the pedestrians are in/near the crosswalk, I don't believe that the car can tell that the pedestrians don't intend to cross the road.","1","50","30","2","","42","4","","10"
"2023-12-15 14:47:38","2023-12-15 14:58:03","0","100","625","1","2023-12-15 14:58:04","R_5jEpmjrG158PHKF","anonymous","EN","1","1","2","","","","18","23","I don't trust that the car doesn't understand that a person wouldn't be standing where they are in the example unless they WERE going to cross the road","","","","","","","1","57","33","1","","34","1","","14"
"2023-12-15 14:55:46","2023-12-15 14:58:25","0","100","158","1","2023-12-15 14:58:25","R_6Q0EKJyA51p8hCO","anonymous","EN","1","1","2","","","","8","40","The display shows no arrows or prediction of where the pedestrian is headed.","","","","","","","1","35","10","2","","50","3","","12"
"2023-12-15 14:56:20","2023-12-15 14:58:27","0","100","127","1","2023-12-15 14:58:28","R_5RWxMFdbcs81pPu","anonymous","EN","1","1","2","","","","","","","","","","0","0","The AI does not seem sophisticated enough to discern the specifics of the person's movement","1","80","30","2","","43","5","","10"
"2023-12-15 14:56:29","2023-12-15 14:59:04","0","100","155","1","2023-12-15 14:59:04","R_3rJBx4RvbiBOlvW","anonymous","EN","1","1","2","","","","","","","71","61","I don't think the pedestrian is going to cross the road, because he/she had turned his/her body to the sidewalk and is currently on the phone. However the quality of the image is not that good","","","","1","64","63","2","","26","5","","10"
"2023-12-15 14:53:39","2023-12-15 14:59:05","0","100","325","1","2023-12-15 14:59:05","R_3UhfDhvexUkjCWi","anonymous","EN","1","1","2","30","30","I believe the car's AI can tell which direction pedestrians/people are facing; however, I am not convinced that it can quickly identify when the person quickly changes their direction (i.e. turning back into the road) and react in time.","","","","","","","","","","1","82","41","2","","35","5","","14"
"2023-12-15 14:57:44","2023-12-15 14:59:54","0","100","130","1","2023-12-15 14:59:54","R_7gMYea7XgRq7I2i","anonymous","EN","1","1","2","39","19","Its just detecting the pedestrian but it does not detect the motion of the pedestrian of they are moving or not","","","","","","","","","","1","100","17","1","","31","4","","13"
"2023-12-15 14:59:22","2023-12-15 14:59:55","0","100","32","1","2023-12-15 14:59:55","R_6hyexQYYl2DAU2R","anonymous","EN","1","1","1","","","","","","","","","","","","","","","","","","","","",""
"2023-12-15 14:58:01","2023-12-15 15:00:38","0","100","157","1","2023-12-15 15:00:39","R_537K4nwdSgi2PuI","anonymous","EN","1","1","2","","","","","","","78","50","I believe it would see that someone was trying to cross the road, but I don't know if it will stop or not. I just don't trust autopilot cars. ","","","","1","76","75","1","","41","4","","13"
"2023-12-15 14:58:00","2023-12-15 15:00:53","0","100","172","1","2023-12-15 15:00:54","R_1DgXIq48irBx10l","anonymous","EN","1","1","2","","","","","","","30","75","Just based off of what I see, it looks like it's easily interpretable to think the person wants to cross the crosswalk if I don't know what they were doing the few seconds before. I do believe the car would still act cautiously and appropriately though.","","","","1","60","61","1","","30","4","","13"
"2023-12-15 14:58:14","2023-12-15 15:00:54","0","100","160","1","2023-12-15 15:00:55","R_3papbtN49Um32pG","anonymous","EN","1","1","2","20","81","Pedestrians are unpredictable, even I could not ascertain as to whether or not the one highlighted would cross the road. In response to two, the AI recognizes a pedestrian is present, it probably has scripted behaviors to pay priority to their movements.","","","","","","","","","","1","85","80","1","","41","4","","15"
"2023-12-15 14:53:00","2023-12-15 15:01:24","0","100","503","1","2023-12-15 15:01:24","R_3od3optMlkPf6Rr","anonymous","EN","1","1","2","","","","","","","0","35","I see no way that the AI can know what is in the pedestrian's mind.  I had HORRIBLE experiences twice in SF with Cruise vehicles.  Total nightmares.  They have just lost their permit in SF, yeay!   NO autonomous vehiclesare ready for prime time. Not even close.","","","","1","78","50","2","","63","4","","10"
"2023-12-15 14:59:46","2023-12-15 15:02:03","0","100","137","1","2023-12-15 15:02:04","R_5Vb4sTEmrMySkVP","anonymous","EN","1","1","2","","","","30","75","I am not 100% sure if the vehicle can predict people's movements but I do think it will make the best decision it can make. ","","","","","","","1","14","21","2","","41","4","","12"
"2023-12-15 14:55:49","2023-12-15 15:02:08","0","100","378","1","2023-12-15 15:02:08","R_5Qgvjpa0wPvl2uV","anonymous","EN","1","1","2","55","42","I dont feel really safe with self driving cars because it might have a malfunction","","","","","","","","","","1","76","50","2","","36","3","","12"
"2023-12-15 14:59:19","2023-12-15 15:02:26","0","100","187","1","2023-12-15 15:02:27","R_6wRbih2sgVG3MpC","anonymous","EN","1","1","2","","","","","","","35","79","I think the car will react safely around pedestrians but I do not think it can necessarily tell if people are going to attempt to cross the road or not.","","","","1","86","40","2","","70","1","","13"
"2023-12-15 15:00:07","2023-12-15 15:02:56","0","100","169","1","2023-12-15 15:02:57","R_1FwwIibYX1XLev4","anonymous","EN","1","1","2","70","60","Since I do not fully understand how AI is programmed to come to the decision on the pedestrian, this is just a wild guess.  Human reaction is based in the moment but AI is programmed differently. ","","","","","","","","","","1","80","40","2","","41","3","","11"
"2023-12-15 15:02:21","2023-12-15 15:03:40","0","100","79","1","2023-12-15 15:03:40","R_5sAYs9VPKckZsaA","anonymous","EN","1","1","2","","","","60","63","It's hard to determine something like this for a car.","","","","","","","1","20","31","1","","32","1","","14"
"2023-12-15 15:01:41","2023-12-15 15:04:06","0","100","145","1","2023-12-15 15:04:07","R_5ndSRitoBUPbqmS","anonymous","EN","1","1","2","","","","","","","50","50","It does see the person above people are random, it's impossible to predict every outcome the individual might make. It can make a very educated guess, but it can't be 100% certain.","","","","1","50","50","1","","30","3","","12"
"2023-12-15 15:02:32","2023-12-15 15:04:16","0","100","103","1","2023-12-15 15:04:16","R_6qU4uwD4P9j4yIG","anonymous","EN","1","1","2","86","86","The car knows that the pedestrian is close to the edge of the street.","","","","","","","","","","1","83","83","1","","31","4","","12"
"2023-12-15 14:58:08","2023-12-15 15:04:26","0","100","377","1","2023-12-15 15:04:26","R_32RbZNXDB0Trgv9","anonymous","EN","1","1","2","","","","","","","","","","40","40","The autonomous vehicle only identifies a person (actually there are two people), but it cannot know, only guess, the future actions of the identified person. It will probably have to reassess the person quickly to know what the person does next.","1","30","0","2","","74","5","","11"
"2023-12-15 14:52:52","2023-12-15 15:04:28","0","100","696","1","2023-12-15 15:04:29","R_5ehmTJInwsqARiw","anonymous","EN","1","1","2","0","0","While the AI software cleary can detect the  current location of some types of objects, I have no evidence it can predict human behavior, like the intent (or not) to corss the street. As a human I can use the person's body language to try and make that judement (like if they are looking towards the crosswalk nor not) but I don't see how the AI software can. It may be able to detect if the person starts moving towards the crosswalk, but by then I think it would be too late to not hit him. (I am aware the person is NOT intending to cross the street in this scenerio, but I am just sainy there is no way for the AI to know either way). If the person decided randomly to run accorss the crosswalk, I do not think the AI would be able to react fast enough to not hit him. ","","","","","","","","","","1","81","0","2","","37","3","","14"
