StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,Present_Capability_1,Present_Trust_1,Present_Why,Absent_Capability_1,Absent_Trust_1,Absent_Why,Disclaimer_Capability_1,Disclaimer_Trust_1,Disclaimer_Why,comp_images,AI_Familiarity_1,Visual_Familiarity_1,gender,gender_5_TEXT,age,education,education_8_TEXT,income
3/3/24 16:05,3/3/24 16:08,0,100,199,1,3/3/24 16:08,R_6DOFHnuora0W2Cm,anonymous,EN,1,1,2,,,,20,70,"It can detect a pedestrian and a cross walk so I think it will assume the pedestrian is crossing. However, it also can't assume intentions so it might not know that the pedestrian does not intend to cross so that might lead to a non-appropriate behavior.",,,,1,70,10,1,,33,4,,13
3/3/24 16:05,3/3/24 16:08,0,100,180,1,3/3/24 16:08,R_6dNlv8JG75spA7Y,anonymous,EN,1,1,2,100,95,It can probably tell that the legs of the people are moving so I believe the car could apporpiately handle the situation.,,,,,,,1,60,50,1,,30,3,,12
3/3/24 16:07,3/3/24 16:09,0,100,109,1,3/3/24 16:09,R_3ATE4BnDPbOU46R,anonymous,EN,1,1,2,,,,,,,0,85,It can see the pedestrian but there is no indication that it can determine if he is crossing the road or not.,1,31,19,2,,22,4,,11
3/3/24 16:07,3/3/24 16:09,0,100,127,1,3/3/24 16:09,R_6IhaJ3L0GKMTNYJ,anonymous,EN,1,1,2,80,78,It looks like it correctly identified that the pedestrain was not crossing. ,,,,,,,1,73,52,2,,58,5,,9
3/3/24 16:07,3/3/24 16:09,0,100,124,1,3/3/24 16:09,R_5NQK0yz36U7XS2C,anonymous,EN,1,1,2,,,,61,60,unsure how accurate it is in reality so i can't make a precise judgement,,,,1,72,61,2,,51,4,,11
3/3/24 16:06,3/3/24 16:09,0,100,152,1,3/3/24 16:09,R_5QYdMLQ7N65L675,anonymous,EN,1,1,2,69,68,because the sensors have a hard time reading wether the person is leading toward you or going away from you ,,,,,,,1,21,9,2,,53,3,,11
3/3/24 16:06,3/3/24 16:10,0,100,208,1,3/3/24 16:10,R_5KycVWk1PLXNesm,anonymous,EN,1,1,2,,,,8,30,"It can't think and guess, so logically it can't assume anything. It goes by sight.",,,,1,70,30,2,,59,4,,11
3/3/24 16:08,3/3/24 16:10,0,100,88,1,3/3/24 16:10,R_37j2lKnn5F2pRJL,anonymous,EN,1,1,2,,,,,,,0,64,the pedestrian can cross anytime and the car would not be able to predict that. but since the car detects it i think it will brake as intended,1,51,29,2,,30,4,,13
3/3/24 16:04,3/3/24 16:10,0,100,351,1,3/3/24 16:10,R_6tVKMN6fLNnDOP7,anonymous,EN,1,1,2,,,,,,,30,50,"I noticed the pedestrian had a yellow box around them, where as other objects had different colored boxes around them as well.  For instance, parked cars were in green boxes, the crosswalk was outlined in blue, and the curbs were marked with purple.  I would assume these colors are not just limited to certain objects in the autonomous vehicle's peripheral, but also to color code the amount of danger those colored objects might present due to each's unpredictability.  If that is the case, I would hope children are shown with red boxes around them to keep an eye out at all times, per se.",1,70,62,1,,38,3,,14
3/3/24 16:04,3/3/24 16:10,0,100,338,1,3/3/24 16:10,R_7YbfI1hUZktvJSx,anonymous,EN,1,1,2,,,,10,20,"I would be worried about the AI going forward thinking someone stopped when they haven't or if they change their mind, or about it stopping when no one is crossing and wasting time/holding up traffic.",,,,1,35,25,3,,35,3,,13
3/3/24 16:02,3/3/24 16:10,0,100,487,1,3/3/24 16:10,R_7PFiYhyEkNej7y6,anonymous,EN,1,1,2,,,,,,,7,62,"The vehicle cannot tell what the person is going to do in a single moment, but if it detects the person's location changing (either moving into or out of the street) I would think that it would respond to the change the person made. In other words, I don't think it can PREDICT what a pedestrian will do, but it can make detect if the person's position changes and then the vehicle can change appropriately.",1,31,6,2,,30,4,,13
3/3/24 16:08,3/3/24 16:11,0,100,150,1,3/3/24 16:11,R_1P4juCR0hkhzTAR,anonymous,EN,1,1,2,,,,75,75,"The software has gotten better, I believe it can detect movement and then use it to figure out the location and future movement of the person",,,,1,75,80,2,,40,1,,13
3/3/24 16:07,3/3/24 16:11,0,100,246,1,3/3/24 16:11,R_6TmUZWDTa484xuo,anonymous,EN,1,1,2,100,100,The boxes are easy to see. Visibility is at a high rate.,,,,,,,1,50,20,2,,38,4,,10
3/3/24 16:08,3/3/24 16:11,0,100,202,1,3/3/24 16:11,R_6SeQsMWYEyXuIRR,anonymous,EN,1,1,2,,,,,,,5,5,"Given that it can only tell the pedestrian's location relative to a crosswalk, it would not be safe for the AI to assume the pedestrian will not cross.",1,80,81,1,,33,4,,10
3/3/24 16:09,3/3/24 16:11,0,100,137,1,3/3/24 16:11,R_1DSqmyfxRlhDmpz,anonymous,EN,1,1,2,,,,0,29,the person is past the edge of street and on crosswalk.  I personally wouldn't be able to trust an AI model to make the right decision unless trained properly ,,,,1,75,75,1,,25,5,,10
3/3/24 16:10,3/3/24 16:12,0,100,89,1,3/3/24 16:12,R_57WD0RP2ZFgDuEz,anonymous,EN,1,1,2,,,,,,,96,83,Based on the image in can properly detect objects. ,1,71,50,1,,27,4,,10
3/3/24 16:08,3/3/24 16:12,0,100,248,1,3/3/24 16:12,R_7UgyGCNkNheAx9t,anonymous,EN,1,1,2,95,85,"Since the car can detect a person in its field of vision, I can assume that it's able to react appropriately to whatever the pedestrian intends to do. Of course, with it being AI, there is some degree of uncertainty.",,,,,,,1,90,70,1,,30,4,,15
3/3/24 16:08,3/3/24 16:12,0,100,210,1,3/3/24 16:12,R_1MRMA0KI9UW3sdn,anonymous,EN,1,1,2,,,,70,70,I assume it recognizes the person is within the edge of the street,,,,1,84,24,1,,32,1,,13
3/3/24 16:09,3/3/24 16:12,0,100,153,1,3/3/24 16:12,R_3QuXiKwHoQeADxY,anonymous,EN,1,1,2,,,,,,,23,50,I do not think that it is complex enough to know the pedestrian's intentions,1,45,36,2,,23,4,,12
3/3/24 16:10,3/3/24 16:12,0,100,136,1,3/3/24 16:12,R_3TWSgxVCoJJGYd3,anonymous,EN,1,1,2,,,,9,0,I feel like self driving ai is not at all stable to be trusted to make these choices solely based on the stories and reports of self driving cars failing to function ,,,,1,100,81,1,,24,4,,14
3/3/24 16:08,3/3/24 16:12,0,100,232,1,3/3/24 16:12,R_14kfmERrIlOY7OF,anonymous,EN,1,1,2,100,77,"I would trust the vehicle as it is able to identify everything I would as a driver. It is able to identify each individual car, the crosswalk, the pedestrians, and the edges of the road. However, it does not identify both people, it only has a singular person box. The vehicle has all the information but I am unsure how it will act. I am unsure how it will act in the eyes of the person. It does not indicate if it thinks the person will cross or not. Perhaps if it showed that information I can be more confident.",,,,,,,1,84,61,1,,21,4,,10
3/3/24 16:09,3/3/24 16:12,0,100,192,1,3/3/24 16:12,R_3N8lxKsUFGapgIg,anonymous,EN,1,1,2,,,,,,,87,85,The pedestrian is facing away from the street. I only do so when walking in the same direction always,1,100,6,1,,28,3,,12
3/3/24 16:09,3/3/24 16:12,0,100,184,1,3/3/24 16:12,R_6fuVgFitTzDWXjR,anonymous,EN,1,1,2,75,75,"I would assume the AI will take caution as the boxes intersect between pedestrian and crosswalk, but know they do not intend to cross.",,,,,,,1,75,50,1,,36,3,,14
3/3/24 16:07,3/3/24 16:12,0,100,308,1,3/3/24 16:13,R_6iOaFSg6NxsukpP,anonymous,EN,1,1,2,,,,,,,100,100,The pedestrian is facing the opposite of the street.,1,55,0,2,,56,3,,12
3/3/24 16:04,3/3/24 16:13,0,100,501,1,3/3/24 16:13,R_6oEtsJ88ZcuR8uB,anonymous,EN,1,1,2,70,70,"I agree with the AI's assessment so I gave it a relatively high rating, however I'm sure there are edge cases that prevents me from having full confidence",,,,,,,1,71,0,1,,41,4,,12
3/3/24 16:09,3/3/24 16:13,0,100,219,1,3/3/24 16:13,R_723Wnaip7OqCEw8,anonymous,EN,1,1,2,,,,,,,55,75,"Body positioning might give a clue about the intentions of the pedestrian, as much as one can.  I think the car will drive in a way that attempts to keep everyone safe.",1,50,50,1,,52,3,,10
3/3/24 16:10,3/3/24 16:13,0,100,159,1,3/3/24 16:13,R_7I9yEsdrbej3UnW,anonymous,EN,1,1,2,,,,,,,0,50,"It can only detect a persons current locations, not their intentions as to whether or cross the road or not. How good the AI is at stopping is a different story which is why I'm 50/50 on the 2nd question",1,56,64,1,,31,1,,14
3/3/24 16:12,3/3/24 16:13,0,100,50,1,3/3/24 16:13,R_7h0hUzk1ctD1kqu,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,
3/3/24 16:10,3/3/24 16:13,0,100,211,1,3/3/24 16:13,R_6oYmzSwlHlThU6K,anonymous,EN,1,1,2,,,,61,40,"I believe it can detect the human, but I'm not sure that it can predict intentions. I would trust a human better in those situations. I'm assuming that the car will stop when detecting humans around crosswalks since it doesn't know intentions. ",,,,1,49,24,1,,46,4,,12
3/3/24 16:06,3/3/24 16:13,0,100,440,1,3/3/24 16:13,R_6xQrYnpYRChMiYG,anonymous,EN,1,1,2,,,,,,,8,71,If the AI only understands the location of the pedestria then it can not foresee the pedestrians' intentions. The AI behaving as though the pedestrian is not crssing the road does not mean that the AI knew the pestrian was going to cross the road. If the pedestrian were to cross the road we are trusting the AI to react to the pedestrian's new location in time to assure safety.  ,1,66,54,2,,48,3,,13
3/3/24 16:08,3/3/24 16:14,0,100,313,1,3/3/24 16:14,R_6enmRA4H4V4SBkG,anonymous,EN,1,1,2,,,,0,20,I don't think the AI can determine whether a person is crossing or intends to cross just based on their interpretation of the boxes on the screen.,,,,1,86,27,1,,35,4,,11
3/3/24 16:06,3/3/24 16:14,0,100,467,1,3/3/24 16:14,R_5vTy3DA7LmAKd45,anonymous,EN,1,1,2,,,,6,25,It seems like it is going to be challenging for the car to determine the movement of the pedestrian and the technology has still yet to be fully proven.,,,,1,78,10,1,,61,4,,9
3/3/24 16:07,3/3/24 16:14,0,100,392,1,3/3/24 16:14,R_5L6Z4LmQU8AvZ9b,anonymous,EN,1,1,2,,,,15,15,"The person is not behind the edge of street and is on the crosswalk, so it would be very hard for the AI software to know that the pedestrian does not intend to cross the road.",,,,1,30,0,2,,27,4,,11
3/3/24 16:12,3/3/24 16:14,0,100,113,1,3/3/24 16:14,R_6g6nIl4vwOcyj47,anonymous,EN,1,1,2,,,,,,,0,8,I do not trust autonomous vehicles as they are unregulated and still extremely early in their lifespan,1,75,30,1,,27,4,,10
3/3/24 16:12,3/3/24 16:14,0,100,130,1,3/3/24 16:14,R_3Io3dcDHIeL7KBC,anonymous,EN,1,1,2,,,,0,30,"Since the pedestrian is at the edge of the road, there would be no way of knowing that they don't intend to cross it unless you could read the person's mind.",,,,1,60,10,2,,22,3,,11
3/3/24 16:10,3/3/24 16:14,0,100,230,1,3/3/24 16:14,R_3DwdekOcnvU1ME8,anonymous,EN,1,1,2,50,50,"While the AI can detect a person on the right side, I'm not sure it can detect which way the person is facing or whether or not the person intends to cross the road. ",,,,,,,1,50,29,2,,31,5,,10
3/3/24 16:13,3/3/24 16:15,0,100,122,1,3/3/24 16:15,R_7HzxLoh2XyXAafn,anonymous,EN,1,1,2,90,75,the pedestrian does not seem to be waiting and the ai car seems to have identified objects correctly.,,,,,,,1,63,17,2,,23,5,,13
3/3/24 16:11,3/3/24 16:15,0,100,237,1,3/3/24 16:15,R_5E4cDu2Ta67O2n6,anonymous,EN,1,1,2,,,,,,,30,55,"Well, there's no indication that the AI in the car can tell that what direction the person is facing or that the person is looking down at their phone, both of which affect my own human judgement of whether they're about to cross the street. It seems like the AI just sees a pedestrian at the edge of the street, which isn't enough information to make a decision.",1,10,0,2,,38,5,,15
3/3/24 16:14,3/3/24 16:15,0,100,85,1,3/3/24 16:15,R_5fqgUzDkvqWGFcB,anonymous,EN,1,1,2,,,,70,81,"I feel as though the car has the resources needed to make educated decisions -- i.e brake if someone is crossing. However, I'm always somewhat skeptical of new technology.",,,,1,100,0,2,,22,3,,11
3/3/24 16:11,3/3/24 16:15,0,100,246,1,3/3/24 16:15,R_5DAqXiT3AF3bDrz,anonymous,EN,1,1,2,23,36,"I'm not sure the vehicle will be able to tell if the person is in the process of crossing the road and what direction they are going because they are standing still, in the road.",,,,,,,1,68,50,2,,26,4,,15
3/3/24 16:11,3/3/24 16:15,0,100,228,1,3/3/24 16:15,R_7n0aWAfFnUuFiPZ,anonymous,EN,1,1,2,,,,0,0,Looking at the image I believe The Pedestrian is going to cross the road because it seems to be in the sidewalk crosswalk. The second question I don't trust till driving cars at all in general,,,,1,9,0,2,,37,3,,15
3/3/24 16:12,3/3/24 16:15,0,100,199,1,3/3/24 16:15,R_67BD26LaTF3zHtb,anonymous,EN,1,1,2,,,,52,50,"I believe that it probably can see other human beings but that information is irrelevant until they walk on the street. I also believe it is 50/50 the ai's behavior to stop for a pedestrian. Sure it will stop for the one of the cross walk, but what about the kid who runs into the street idk.",,,,1,50,50,1,,33,4,,13
3/3/24 16:13,3/3/24 16:15,0,100,111,1,3/3/24 16:15,R_3zdmRb27uvz51GF,anonymous,EN,1,1,2,,,,29,24,it looks like someone is near the crosswalk and may be intending to cross,,,,1,57,52,2,,42,1,,14
3/3/24 16:13,3/3/24 16:16,0,100,152,1,3/3/24 16:16,R_3RwG4lWmzTjvcc3,anonymous,EN,1,1,2,,,,,,,60,60,"I don't think this car will harm the pedestrian, but I also don't think it can predict the pedestrian's moves",1,50,30,2,,23,4,,10
3/3/24 16:11,3/3/24 16:16,0,100,260,1,3/3/24 16:16,R_6opE3vp0OApVUV7,anonymous,EN,1,1,2,,,,30,20,The autonomous vehicle may detect the pedestrian but may misinterpret the person wanting to cross the road since they had already crossed the edge of the street.,,,,1,30,40,1,,26,4,,12
3/3/24 16:11,3/3/24 16:16,0,100,315,1,3/3/24 16:16,R_6qq1Prl2IBGYeCi,anonymous,EN,1,1,2,35,50,"AI has come a long way in a fairly short span of time. That said, I'm not sure it can detect certain intricacies like deciding which people are going to cross the street and which aren't. It seems unnecessarily risky.",,,,,,,1,10,0,2,,27,3,,11
3/3/24 16:13,3/3/24 16:16,0,100,233,1,3/3/24 16:16,R_6oFrmGuq1jvW0AN,anonymous,EN,1,1,2,,,,,,,18,19,The note says it can only see location of person and nothing else. So no way to know if person will cross street.,1,30,29,2,,59,6,,8
3/3/24 16:11,3/3/24 16:16,0,100,300,1,3/3/24 16:16,R_7xpmTOyNKNPRpfj,anonymous,EN,1,1,2,,,,35,70,The person looks like they are on the edge of the street so I think the car doesn't know for sure if they will cross the road.,,,,1,86,29,2,,63,5,,12
3/3/24 16:15,3/3/24 16:16,0,100,112,1,3/3/24 16:16,R_5MNrWyfJs0BT6KJ,anonymous,EN,1,1,2,30,30,"I believe it can detect the location of things, but I don't believe it can read body language or predict people's intentions",,,,,,,1,59,55,3,,27,4,,13
3/3/24 16:11,3/3/24 16:17,0,100,336,1,3/3/24 16:17,R_5tEWQkda2n6484X,anonymous,EN,1,1,2,,,,,,,0,100,The knows the pedestrians location and as a result will avoid hitting the pedestrian.,1,60,70,1,,55,4,,10
3/3/24 16:13,3/3/24 16:17,0,100,222,1,3/3/24 16:17,R_3Gy6QS0EBzEkSzW,anonymous,EN,1,1,2,25,15,"It is fairly impossible to predict what the pedestrian will do. Even if they are facing away from the street, they can turn in an instant and start walking across the street without looking. Thus the car should be assuming that any pedestrian will be crossing the street and take appropriate measures for safety.",,,,,,,1,60,0,1,,64,4,,10
3/3/24 16:14,3/3/24 16:17,0,100,189,1,3/3/24 16:17,R_7afqIAPDwafRsBs,anonymous,EN,1,1,2,,,,,,,1,50,the vehicle can only detect the individual not their intent.,1,59,39,1,,59,5,,10
3/3/24 16:10,3/3/24 16:17,0,100,421,1,3/3/24 16:17,R_5pWMoLpMfFL2c3I,anonymous,EN,1,1,2,79,72,"Visually it does look like the person isn't intending to cross the road, so I think the system would probably be able to make the proper assessment. However, people are unpredictable so I'm not sure how well the system could account for that. , ",,,,,,,1,84,63,2,,37,1,,13
3/3/24 16:14,3/3/24 16:17,0,100,176,1,3/3/24 16:17,R_6JmOhVF2DlSSKch,anonymous,EN,1,1,2,19,28,"The AI didn't seem to have any way of visually recognizing which direction the pedestrian is facing, which would be the cue for how to tell whether or not it intended on crossing the road. Giving the general lack of precision in it's vision, I couldn't agree that it would behave appropriately around a pedestrian when it can't detect what sort of sudden movement they might make.",,,,,,,1,65,32,1,,23,1,,13
3/3/24 16:14,3/3/24 16:17,0,100,166,1,3/3/24 16:17,R_3C0oOYhkXPNsgjn,anonymous,EN,1,1,2,15,0,"Humans can be unpredictable, and cars move quickly.  A split second judgment can go massively awry.",,,,,,,1,70,0,2,,42,6,,9
3/3/24 16:13,3/3/24 16:17,0,100,235,1,3/3/24 16:17,R_7IgvE89oaccI0do,anonymous,EN,1,1,2,,,,,,,0,1,"The pedestrian is standing at the edge of the crosswalk. The car knows this. Even though we know the person is not crossing the street, the car only knows the person is at the edge of the crosswalk. This is where a person would normally stand to cross the road. I would hope the car would stop, which would be unneeded, but the car should assume the person is going to cross. ",1,71,70,1,,22,4,,13
3/3/24 16:15,3/3/24 16:17,0,100,149,1,3/3/24 16:17,R_3y9QQdk79WDUi2e,anonymous,EN,1,1,2,,,,90,90,"Since the AI detected the pedestrian, that is a sign that it will note any change in movement of the pedestrian. Since the AI was programmed by people, the AI should behave appropriately. I rated both at 90 percent, since there is always a chance of error.",,,,1,60,60,2,,62,5,,13
3/3/24 16:14,3/3/24 16:17,0,100,203,1,3/3/24 16:17,R_5Du3FdVuiEG45e5,anonymous,EN,1,1,2,,,,,,,30,40,Determining whether or not a persons is going to cross the road is complex and there are lots of pieces of information a human may consider when deciding this. I don't think the AI systems in self-driving cars are capable of making such a determination.,1,75,71,1,,34,5,,10
3/3/24 16:16,3/3/24 16:18,0,100,91,1,3/3/24 16:18,R_7IO9SJvISgZKMZr,anonymous,EN,1,1,2,90,85,"I dont think it has perfect accuracy, but  i think it is able to detect and act accordingly",,,,,,,1,65,10,2,,25,4,,10
3/3/24 16:09,3/3/24 16:18,0,100,550,1,3/3/24 16:18,R_1IE1MlpjnEFaWkc,anonymous,EN,1,1,2,10,95,"I think the car identifies the pedestrian but not their intended movement.  Until that happens, the car would act only on actual movements of the pedestrian.",,,,,,,1,71,25,2,,72,3,,11
3/3/24 16:14,3/3/24 16:18,0,100,226,1,3/3/24 16:18,R_5973krdRptQPAOd,anonymous,EN,1,1,2,,,,31,80,I cannot tell if the pedestrian intends to the cross the road from their position. I am doubtful the program can either as the person is in the street. I do believe the software will direct the vehicle to proceed safely.,,,,1,42,11,1,,53,5,,11
3/3/24 16:12,3/3/24 16:18,0,100,333,1,3/3/24 16:18,R_7hDyJnWPQAEL3eL,anonymous,EN,1,1,2,,,,25,30,"The pedestrian is too close to the crosswalk for the AI to make a judgement call like that, it's hard to trust a computer with that kind of choice.",,,,1,60,15,3,,28,3,,13
3/3/24 16:16,3/3/24 16:18,0,100,150,1,3/3/24 16:18,R_1QhoIIItsfsuiXF,anonymous,EN,1,1,2,,,,,,,30,30,"I guess the yellow box means it is being cautious about the pedestrian, but according to the information the AI cannot understand what the pedestrian will do like a human can, so I do not trust it.",1,41,40,1,,23,4,,13
3/3/24 16:13,3/3/24 16:18,0,100,316,1,3/3/24 16:18,R_394eJCX4arOqvLU,anonymous,EN,1,1,2,0,76,"I do not think its possible for the autonomous vehicle to determine the intention of the pedestrian and should make an assumption that the pedestrian intends to cross the street,  ",,,,,,,1,73,92,1,,48,4,,14
3/3/24 16:17,3/3/24 16:18,0,100,91,1,3/3/24 16:18,R_7oSe5unHT6J1f0z,anonymous,EN,1,1,2,,,,,,,25,80,I trust autonomous cars more than I trust human drivers. ,1,90,70,2,,25,5,,12
3/3/24 16:15,3/3/24 16:18,0,100,181,1,3/3/24 16:18,R_6CWv1TMcmmIksBX,anonymous,EN,1,1,2,,,,70,32,AI doesn't know what a person will do. The person could run across the road at any moment.,,,,1,39,18,2,,56,4,,11
3/3/24 16:17,3/3/24 16:18,0,100,112,1,3/3/24 16:18,R_7sc2Jji9npTfj6G,anonymous,EN,1,1,2,68,76,"It doesn't look like he will cross the street, but humans are unpredictable.",,,,,,,1,85,49,2,,40,5,,11
3/3/24 16:14,3/3/24 16:18,0,100,259,1,3/3/24 16:18,R_1igsKlKrr1jV0VM,anonymous,EN,1,1,2,73,89,Where it sees a person but thats just generic label. I would feel more sure if it was a more specific label.,,,,,,,1,71,48,2,,57,5,,10
3/3/24 16:11,3/3/24 16:18,0,100,441,1,3/3/24 16:18,R_7y8hZnLsQodAo3v,anonymous,EN,1,1,2,77,80,"It appears to be 2 people, not just one.  The car already isn't aware of the 2nd person. Both aren't paying attention because they seem to be looking at a cell phone.  They could suddenly start to cross the street.",,,,,,,1,75,86,2,,43,4,,10
3/3/24 16:17,3/3/24 16:19,0,100,105,1,3/3/24 16:19,R_1Hz9lYRMUHPxd3X,anonymous,EN,1,1,2,,,,58,53,ai in self driving cars still makes me uneasy and I do not quite trust it,,,,1,63,15,2,,32,5,,11
3/3/24 16:17,3/3/24 16:19,0,100,130,1,3/3/24 16:19,R_1Nff81tdrqYs8Iw,anonymous,EN,1,1,2,,,,,,,35,71,"I'm not certain if it can predict the actions of the pedestrian. They are close to the road, and it might confuse them for someone who wants to cross.",1,82,67,2,,29,4,,13
3/3/24 16:17,3/3/24 16:20,0,100,146,1,3/3/24 16:20,R_6YbRt2mhG3k1AfN,anonymous,EN,1,1,2,,,,,,,51,64,hard to say what it is thinking. so i cant really answer it,1,83,72,1,,37,4,,14
3/3/24 16:17,3/3/24 16:20,0,100,158,1,3/3/24 16:20,R_1as5zrbvLSHDTa4,anonymous,EN,1,1,2,,,,5,5,Raw box-based location information does not convey intent or any necessary context to make the judgement needed in this scenario.,,,,1,75,60,1,,38,4,,12
3/3/24 16:17,3/3/24 16:20,0,100,153,1,3/3/24 16:20,R_5FEDvzQfugqDAmF,anonymous,EN,1,1,2,25,34,"I don't think its possible for the AI to fully understand how humans react, and I am not sure if I can trust the AI.",,,,,,,1,80,53,1,,21,3,,11
3/3/24 16:18,3/3/24 16:20,0,100,113,1,3/3/24 16:20,R_5nuhpA0UWLE0iWy,anonymous,EN,1,1,2,,,,,,,67,68,it looks like the predestrian is facing away from the road,1,46,47,1,,,5,,13
3/3/24 16:16,3/3/24 16:20,0,100,250,1,3/3/24 16:20,R_7yRgYsXMUKmyUgN,anonymous,EN,1,1,2,,,,,,,73,79,The pedestrian is already facing the opposite corner of of the street because it looks like maybe they already crossed the street and are done crossing and we can only hope the AI acts appropriately around the pedestrian like the one in the image because it received good programming,1,67,43,2,,57,3,,15
3/3/24 16:18,3/3/24 16:20,0,100,89,1,3/3/24 16:20,R_6g72JTaYZsMKvM1,anonymous,EN,1,1,2,,,,80,80,"It seems like it is very accurate, so it at least seems at a glance it would work",,,,1,90,65,2,,22,1,,14
3/3/24 16:16,3/3/24 16:20,0,100,276,1,3/3/24 16:20,R_5Cqo5kd16B3XJl4,anonymous,EN,1,1,2,,,,0,30,There is no way software can predict the actions of this person.,,,,1,66,0,1,,61,1,,12
3/3/24 16:17,3/3/24 16:21,0,100,210,1,3/3/24 16:21,R_5DNXwv4H9AXgykh,anonymous,EN,1,1,2,,,,9,10,"It looks like the person is off the curb of the edge of the street, so I’d presume they do intend to cross, so I would be very wary of the vehicle’s judgement.",,,,1,35,8,2,,53,4,,12
3/3/24 16:19,3/3/24 16:21,0,100,111,1,3/3/24 16:21,R_1FeNG3weczy7LwD,anonymous,EN,1,1,2,,,,,,,30,72,"I feel like it can detect the presence of the object, but perhaps will not go so fars to guess it's intentions.",1,61,24,1,,36,5,,11
3/3/24 16:17,3/3/24 16:21,0,100,216,1,3/3/24 16:21,R_3Wk3DbeaShMQzSx,anonymous,EN,1,1,2,96,93,I chose the higher ended scores because I agree with that I dont think the pedestrian looks like they are going to cross the road and that it would act appropriately when making such judgements,,,,,,,1,78,61,2,,59,4,,11
3/3/24 16:20,3/3/24 16:21,0,100,104,1,3/3/24 16:21,R_6cvZtb4Gkwabdd5,anonymous,EN,1,1,2,88,96,The yellow box makes me think the AI knows the person is there but isnt actively on a collision course.,,,,,,,1,70,45,1,,35,4,,10
3/3/24 16:13,3/3/24 16:21,0,100,522,1,3/3/24 16:21,R_15FUAj2JFi8RSCh,anonymous,EN,1,1,2,,,,,,,25,65,"Humans can act irrationally and in this case maybe looking  at a phone for directions.  So there is a chance once he decides upon a direction to head, which maybe in the opposite direction in which he is facing, he may spin around and start off across the street intently looking at his phone and into the path of the auto car.  The auto car should be able to stop quickly but it is a dangerous situation. ",1,50,24,1,,72,5,,10
3/3/24 16:20,3/3/24 16:22,0,100,94,1,3/3/24 16:22,R_3PFTbspxEmD2Rkl,anonymous,EN,1,1,2,,,,,,,32,63,I believe that the self driving cars will default to being careful around pedestrians when it is unclear whether or not they will cross.,1,73,55,1,,46,4,,12
3/3/24 16:19,3/3/24 16:22,0,100,148,1,3/3/24 16:22,R_5EzHFsGe8o4jalA,anonymous,EN,1,1,2,,,,20,70,"Based on just this image, the vehicle should be programmed to use caution around the pedestrian as it does not yet have enough information to whether or not to continue on it's path",,,,1,75,70,1,,31,4,,11
3/3/24 16:20,3/3/24 16:22,0,100,134,1,3/3/24 16:22,R_1ATnvCjuXz7lYVQ,anonymous,EN,1,1,2,85,74,"The AI should be able to tell the pedestrian is unlikely to cross because he is turned away from the street. However, I do not know how the AI makes decisions and how risk averse it is.",,,,,,,1,84,84,1,,50,5,,9
3/3/24 16:17,3/3/24 16:22,0,100,310,1,3/3/24 16:22,R_65T0ipSs8WwqJIR,anonymous,EN,1,1,2,19,20,"Without knowing the intent of the person, I don't know how this AI can come to that conclusion.  The person may change his mind and decide to cross the road.",,,,,,,1,30,50,2,,62,5,,13
3/3/24 16:20,3/3/24 16:23,0,100,182,1,3/3/24 16:23,R_5frqiCBZyVodaDB,anonymous,EN,1,1,2,,,,75,62,Because it should have the notification or alerts when something is near or approaching ,,,,1,32,18,2,,43,3,,14
3/3/24 16:21,3/3/24 16:23,0,100,145,1,3/3/24 16:23,R_6cGF3p9hjQnxEE9,anonymous,EN,1,1,2,50,50,I chose this because I think it's highly unlikely that an AI software can detect every movement of a human being. There is always room for error.,,,,,,,1,50,0,2,,31,4,,13
3/3/24 16:19,3/3/24 16:23,0,100,267,1,3/3/24 16:23,R_5pX8tscZydER65N,anonymous,EN,1,1,2,75,77,"It uses the same context clues we do, the direction the man is facing and whether he is moving, if that changes the vehicle will likely slam stop faster than a human could.",,,,,,,1,73,19,2,,40,5,,11
3/3/24 16:17,3/3/24 16:23,0,100,405,1,3/3/24 16:23,R_3f4SapG8Do38jXX,anonymous,EN,1,1,2,30,32,The AI does not show anything on the screen that the pedestrian will not cross the road. It only showed that it can identify a pedestrian.,,,,,,,1,17,6,1,,23,3,,11
3/3/24 16:21,3/3/24 16:23,0,100,156,1,3/3/24 16:23,R_5CM196P8ZRdGxVf,anonymous,EN,1,1,2,,,,100,100,It is clear that the pedestrian is not nearing the roadway and the vehicle is respecting that. ,,,,1,20,0,2,,35,3,,13
3/3/24 16:19,3/3/24 16:24,0,100,288,1,3/3/24 16:24,R_6JpWU4lpIbtxd3j,anonymous,EN,1,1,2,,,,,,,0,50,AI cannot determine a pedestrian's intent to cross the road. I don't have  enough info to know if the vehicle will behave appropriately.,1,65,65,2,,49,4,,12
3/3/24 16:20,3/3/24 16:24,0,100,212,1,3/3/24 16:24,R_1n80qRXrmUSP2Mh,anonymous,EN,1,1,2,,,,,,,50,51,I'm not so sure either way. the car might know or it might not.,1,78,56,2,,30,4,,10
3/3/24 16:20,3/3/24 16:24,0,100,194,1,3/3/24 16:24,R_7gYF2XK6iIkyqut,anonymous,EN,1,1,2,,,,,,,0,23,The vehicle may decrease speed as a pedestrian is near the crosswalk even though not intending to cross.,1,51,0,1,,37,2,,13
